 	il	vino	buono	deve	essere	invecchiato	</S>
a24	0.623115845305	0.109382642482	0.0823024639432	0.0098510310902	0.0068453557989	0.149931069923	0.0185716052465
a46	0.605311363038	0.157732376477	0.11137733113	0.013883174817	0.01624492696	0.0833859790116	0.0120648594495
a31	0.602881058919	0.168955458078	0.107470991415	0.014670696098	0.0197414927667	0.0777450992319	0.0085352252665
a17	0.649945360849	0.120083205811	0.0909702914739	0.0315576478019	0.0163081346773	0.0781639672543	0.0129713939508
a37	0.571241842372	0.101920226224	0.0900308926495	0.04500557411	0.0188717737703	0.126669818599	0.0462598490223
a31	0.414046479177	0.0970375426747	0.141975812696	0.0420253405217	0.0345322905901	0.20690520259	0.0634773278074
a39	0.268273552239	0.101034902092	0.156829282619	0.0512984722512	0.0641704511967	0.289782746063	0.0686105957025
a31	0.22236614906	0.106867609897	0.125662620273	0.0716213537344	0.110125108492	0.294643397888	0.0687137329008
a37	0.19850014842	0.116227244832	0.120655066624	0.0821365309315	0.145662861231	0.253516719763	0.0833014034336
a31	0.11724058824	0.139345699704	0.134262886075	0.0879980181505	0.154616247277	0.249264062188	0.117272496611
a46	0.09884565558	0.155016732661	0.140729923825	0.0912117631835	0.150996330892	0.236332244263	0.12686735807
a31	0.0947380279133	0.161412534067	0.146506253275	0.0931240753278	0.151139417364	0.207069675801	0.146010015357
a46	0.104980166424	0.141442388469	0.156181045092	0.101554459776	0.174739404855	0.171555455887	0.149547069119
</S>	0.108489053212	0.143186827735	0.163661572946	0.105182941888	0.191373936428	0.151224222904	0.136881443559
