 	venne	scritto	</S>
a29	0.8781648657	0.0223332486616	0.099501894121
a24	0.8758022439	0.0320400847149	0.0921576587303
a37	0.8520586013	0.0568777648696	0.0910636097834
a29	0.7486077631	0.156845214921	0.0945470106945
a13	0.513608608367	0.34267499564	0.143716397031
a11	0.336116005789	0.499179101213	0.164704884744
a31	0.37331685493	0.454526745071	0.172156399315
a39	0.498923174977	0.320525430357	0.180551409238
a18	0.571056777659	0.258745243852	0.170197986613
a8	0.607752903886	0.237560044351	0.154687062871
</S>	0.593031312943	0.241951368176	0.165017339436
