 	deve	essere	bianco	</S>
a31	0.2844956484	0.208823004905	0.495027193428	0.01165419824
a11	0.195989346645	0.138459551207	0.621045182143	0.0445059567173
a31	0.078241486727	0.0659038675869	0.788003786048	0.0678508748191
a37	0.0403605535023	0.0391071264903	0.860912392683	0.0596199343664
a31	0.0196579978541	0.0234560225441	0.863451845561	0.0934341357688
a37	0.0369574065607	0.0740292516094	0.74523400052	0.14377934957
a31	0.0561720558629	0.123691850744	0.570698081507	0.249438025657
a20	0.0738290196476	0.168299869141	0.454696225836	0.303174883219
a31	0.100626142372	0.214522770987	0.373776037279	0.31107504574
a0	0.135332358214	0.243424403042	0.330879287093	0.290363948247
a31	0.167214651771	0.256777928827	0.330410271031	0.245597151082
a20	0.184253510557	0.286762578756	0.295953393677	0.233030527427
a18	0.250406987119	0.319508914252	0.240467788559	0.189616316009
</S>	0.302780910559	0.304610693126	0.21676492128	0.175843485705
