 	sta	e	dorme	nel	letto	</S>
a33	0.2710915947	0.357718737363	0.05340323593	0.0908520086257	0.157128566756	0.069805850189
a31	0.231211151567	0.286443160054	0.109977594443	0.11392360266	0.202991454919	0.0554530325497
a37	0.130536153449	0.202601283085	0.166277619788	0.121596238129	0.32654034308	0.0524483731432
a31	0.089772389703	0.316361431962	0.157989454009	0.131592249691	0.268238767803	0.0360457124544
a13	0.117029431774	0.415370888787	0.120518928483	0.135633833534	0.168248946671	0.0431979630981
a20	0.171962777245	0.411938469062	0.0802299947157	0.131595837866	0.12442200301	0.0798509090527
a24	0.188305660808	0.444660410687	0.0866850767732	0.1086909285	0.07808564559	0.0935722779722
a28	0.171754382789	0.466440785896	0.102594704678	0.0940629408436	0.0793973725967	0.0857498132921
a31	0.132558587883	0.458890077032	0.124535620759	0.0953120563852	0.117824969466	0.0708786657374
a35	0.0887703557143	0.445352929677	0.176225110854	0.0972205200561	0.125492848795	0.0669382104858
a18	0.0796698178581	0.421569734159	0.171216787019	0.0822120895264	0.161217641305	0.0841139320953
a31	0.0896934549238	0.3951926619	0.13634835514	0.0850005617621	0.199867845902	0.0938971221651
a13	0.111576216992	0.341428910613	0.161834891713	0.102197001041	0.169483349434	0.113479635655
a39	0.159062618664	0.246716268604	0.167506394571	0.102206412614	0.186522946478	0.137985367618
a31	0.163381876115	0.196410388735	0.15051577109	0.0962587062047	0.258775064826	0.134658178539
a21	0.150905551266	0.175283669845	0.167950333263	0.108375769668	0.263901258275	0.133583396846
a31	0.146933462222	0.158646523282	0.174616408368	0.118404581156	0.262276560092	0.139122452815
</S>	0.132550478211	0.150962204641	0.169881980104	0.115224976078	0.293266494046	0.138113857807
