 	che	sapeva	che	non	può	fare	il	bagno	</S>
a31	0.314354159626	0.129763545345	0.087127404464	0.101588245342	0.135756661558	0.0431417624	0.05514378767	0.092210528538	0.04091388572
a20	0.251027243114	0.132191553196	0.0792017332387	0.108953236814	0.114702191573	0.0931180252667	0.15434919469	0.0331384398007	0.0333183693681
a28	0.160833829688	0.105514097525	0.0897103899208	0.121192391876	0.0435825743287	0.163814070489	0.233758401097	0.0139527226234	0.0676415102534
a31	0.0999358318335	0.128724548854	0.110951022902	0.175754603826	0.0288598345461	0.194169894203	0.181400176766	0.00864200931373	0.0715620741129
a39	0.146541566729	0.125500096858	0.119568396658	0.174097705484	0.0442408052895	0.196426596401	0.103978639355	0.00775772754271	0.0818884667334
a24	0.178080511368	0.0710024903607	0.0754338693383	0.118887733628	0.0844032606212	0.195818702227	0.0868212508183	0.0668995917242	0.122652573483
a31	0.156500467376	0.0631096466836	0.0425131613261	0.123136437743	0.0956723466437	0.167237021996	0.117358732073	0.128709191335	0.105762975636
a17	0.169434939712	0.0798904193632	0.0408491870154	0.173933810714	0.0773425429979	0.114576775165	0.131817838324	0.112721562512	0.0994328977453
a31	0.147260164497	0.0793048667877	0.0488759524318	0.199370776038	0.088138725726	0.0962754543683	0.146592988208	0.0978157357707	0.0963653026551
a39	0.148567428986	0.0830920931959	0.0567422154373	0.187582457813	0.107703820915	0.0866752987228	0.151671398936	0.103333182924	0.0746320903517
a41	0.167285262995	0.0888620710986	0.0647478290791	0.133195151938	0.133254138572	0.0698485211743	0.125605172579	0.131619979108	0.0855818608506
a31	0.130190072732	0.0846334837995	0.0746224627597	0.119502301646	0.148895887591	0.0625597035248	0.10208941626	0.175763299036	0.101743356417
a33	0.113634715111	0.0829063363332	0.0785529285866	0.113217072882	0.14750114173	0.0645678209749	0.09192040282	0.189455473012	0.118244105606
a31	0.10978811517	0.0893482648911	0.0902904556622	0.093466917894	0.13688187811	0.077220482525	0.0929405220067	0.173548449004	0.136514909802
</S>	0.099780049285	0.0945784244156	0.105800361831	0.090780261347	0.121811538855	0.0907218863625	0.0946678451033	0.160889502502	0.140970121301
