 	forse	non	li	ha	a	casa	</S>
a28	0.3929357734	0.198200842805	0.061893284356	0.165429470823	0.080589234928	0.065879088096	0.03507227371
a10	0.367953837787	0.158133661538	0.041799713956	0.176670926611	0.0927523025109	0.118272997108	0.0444165398967
a31	0.228899553782	0.0980686204593	0.0520476681453	0.201803207058	0.188134586213	0.179434036869	0.0516123461256
a21	0.154378602127	0.0698456297798	0.0535940972751	0.180453064667	0.298867114684	0.196556220996	0.0463052835752
a37	0.110513305842	0.0703536612733	0.061041536425	0.159044103258	0.266641116358	0.223747759799	0.108658523972
a31	0.0528384078873	0.126722888678	0.067999269655	0.129530408819	0.17418309507	0.269868958933	0.178856987817
a37	0.0339654719691	0.127823219213	0.073840504065	0.104095435582	0.0928244637925	0.326020830244	0.241430090866
a31	0.0631143228897	0.0956991155777	0.102830551648	0.0957588983713	0.0661852182878	0.354051070415	0.222360824635
a37	0.0770380794632	0.118910760833	0.132010011976	0.0970706242971	0.0672817720109	0.365151477805	0.142537257725
a31	0.145737045868	0.113557893144	0.138730847959	0.0979158567724	0.074451063157	0.320520609535	0.109086687164
a21	0.176196384936	0.112251913248	0.152144232686	0.100678612464	0.087934678505	0.284488633445	0.0863055609907
a31	0.208540200179	0.116101497683	0.144343945029	0.098952311248	0.0910165315343	0.252395618215	0.0886498971069
a20	0.226396569393	0.122945278761	0.145189446943	0.0935757331493	0.0952981343381	0.211668420472	0.104926399352
a31	0.188089963998	0.130140038054	0.147832281381	0.0933806619164	0.103082731135	0.214960460824	0.122513834651
a37	0.192644287199	0.128905374485	0.147110969527	0.0966753449721	0.108004397021	0.191508556008	0.135151056444
a33	0.157916082266	0.152066566162	0.171244951176	0.104780173857	0.125389549607	0.160092200069	0.128510466575
</S>	0.147161434433	0.162114916081	0.172210716588	0.108564932629	0.142519343804	0.148500200534	0.118928443088
