 	qui	dentro	vuole	un	tappeto	</S>
a31	0.198519300281	0.21387687684	0.14657259404	0.05918231616	0.36427859312	0.01757031361
a18	0.101087526528	0.148941839284	0.167342159013	0.09778089616	0.449708183207	0.0351394007827
a10	0.0565374844099	0.0764868540708	0.155907384054	0.113312211387	0.541768996402	0.0559870765869
a31	0.0393226680174	0.0580466485249	0.147597838027	0.098998921929	0.591915616134	0.0641183232356
a14	0.0372669031971	0.0951216622136	0.119851101276	0.118139748843	0.544298869378	0.0853217315052
a31	0.0759739485924	0.119592775497	0.136796518159	0.121080932481	0.455602371793	0.0909534468617
a39	0.0962128269908	0.125208436866	0.143602289806	0.100881567094	0.444888297931	0.0892065544072
a31	0.111582836864	0.094397743582	0.100122088355	0.113815545231	0.48882062511	0.0912611475557
a39	0.123437799621	0.075728356634	0.092518589185	0.118050487677	0.500823960437	0.0894408020186
a33	0.096869299407	0.0846572396447	0.111613977795	0.106890385892	0.513555720412	0.0864133548062
a31	0.124800625269	0.0723568225816	0.123641614132	0.105327113097	0.474703564937	0.0991702508687
</S>	0.153606587334	0.0658025055908	0.120518859466	0.104965406649	0.430154419668	0.124952229834
