 	il	morto	si	piange	</S>
a20	0.1911097853	0.4323636273	0.10073999006	0.135202141032	0.140584441974
a31	0.1147041232	0.389229643456	0.205466286193	0.195022997156	0.095576938254
a18	0.0686553247667	0.440369723641	0.202019453678	0.232195556996	0.056759935794
a15	0.0550037271222	0.49571328568	0.177316425573	0.229331960522	0.0426345961287
a31	0.0964135959607	0.51934792456	0.170607719338	0.172959534454	0.0406712096269
a15	0.110500920027	0.455218654587	0.149690315126	0.182327424805	0.102262676189
a31	0.123310514529	0.476819880129	0.128727241109	0.149974717482	0.121167648278
a29	0.129687698243	0.45134510471	0.13161661377	0.183140557334	0.104210022221
a31	0.124213136894	0.37846292337	0.142970924323	0.231616941711	0.122736082874
a0	0.119878813185	0.418427848057	0.115044480908	0.22388415657	0.122764698605
a31	0.107697889335	0.328563364352	0.156534220903	0.221167240457	0.186037281182
a13	0.103130934845	0.324111518184	0.165216288501	0.212292746352	0.195248515621
a18	0.083887300965	0.352276890395	0.171815487567	0.245296830584	0.146723489934
a41	0.0792475279417	0.317065821398	0.215997265722	0.276251490328	0.111437893251
a31	0.0885864196506	0.286749532733	0.222080233907	0.276139442776	0.126444372324
a18	0.0873734032169	0.283267883578	0.206682768102	0.294542668259	0.128133271108
a31	0.0921923344723	0.250562958193	0.203187010834	0.33311089342	0.120946798969
a46	0.107254198424	0.226054611064	0.213599018278	0.32256192114	0.130530278856
a31	0.113457934848	0.216379359955	0.222607977426	0.31293714238	0.134617612552
a0	0.131512268923	0.199261739252	0.218250105142	0.310274794127	0.140701101851
a31	0.137962299208	0.196425388284	0.214615622381	0.312341020709	0.13865567295
</S>	0.134731691554	0.184560157442	0.213982167191	0.315942998355	0.150782990475
