 	che	impara	una	cosa	che	studia	una	cosa	</S>
a31	0.153236714666	0.002499066851	0.005453809485	0.161700341541	0.05873338348	0.0964407841895	0.068730592767	0.42561413746	0.02759119158
a24	0.0819884809407	0.00148154217603	0.00302713300063	0.2101471044	0.0790312315333	0.0371566765923	0.0284955759983	0.50567825402	0.0529940264827
a31	0.126386040285	0.00473330136438	0.00577076246318	0.181405087996	0.0629935379911	0.0360030759876	0.0147373777794	0.510063578027	0.0579072547342
a20	0.156087726016	0.0148597316408	0.00964126291439	0.182523863799	0.0377377506904	0.0903685618419	0.0103506248265	0.438896087269	0.0595344128914
a0	0.09711019071	0.0165930403696	0.0090391083138	0.193060202506	0.0349727102301	0.133307785693	0.0109015591688	0.41384026589	0.0911751527838
a31	0.105952046802	0.0311509806256	0.0271278868633	0.254300752702	0.06392834501	0.132949236178	0.0114507841229	0.30293605803	0.0702038969126
a20	0.161715758894	0.0394177085256	0.0393929781954	0.256202422434	0.10657772941	0.159915499275	0.012153077861	0.19237943841	0.0322453842955
a11	0.210227451671	0.0305572333972	0.0412168274511	0.168053243591	0.14900319917	0.196419685234	0.0216221216137	0.15537402767	0.0275262244852
a20	0.223910260824	0.0334460697477	0.048419955529	0.112992909244	0.186514872521	0.217761025561	0.0338819885246	0.11330917151	0.0297637526751
a39	0.208685170675	0.0321422045379	0.0407457317537	0.0831045898813	0.182933741864	0.239708674443	0.0526282767882	0.120743007423	0.0393086178917
a10	0.148238637892	0.0382965742326	0.0407356443246	0.0637010987604	0.149137846721	0.243867744614	0.0922391877294	0.168151277641	0.0556320126306
a31	0.103712756431	0.0484129067575	0.0496128243749	0.0556156408535	0.15133626862	0.233551790138	0.107313395843	0.18504490868	0.0653995096102
a20	0.118218562277	0.0659573191192	0.0688379287916	0.0555494064845	0.187676045873	0.215580988979	0.0861520015477	0.13698480876	0.0650429374701
a31	0.130277792559	0.10247123944	0.108058144931	0.0645942202948	0.169204060091	0.169428489326	0.0818517517826	0.105016629987	0.0690976689567
a11	0.13309774292	0.12649841248	0.132787199377	0.0722341009649	0.119904514964	0.159212263975	0.0881783081275	0.0934508237957	0.0746366245189
a20	0.139150012973	0.13513706216	0.133097534192	0.0762070485216	0.105854556721	0.161772839992	0.0878308531758	0.0832110039319	0.077739095773
a39	0.145996205391	0.133056822987	0.126650677397	0.0769709347739	0.117992799107	0.137494133264	0.0929840220586	0.0848561665106	0.0839982454577
a20	0.14447314953	0.119161287396	0.117737711266	0.069520926258	0.127362782169	0.132837254688	0.107575397153	0.0996562665035	0.0816752342859
a31	0.14309349611	0.112020487665	0.105311980555	0.0630422927527	0.109660344923	0.123196440163	0.115540482118	0.126899200834	0.101235281362
a46	0.152148364637	0.111406908822	0.102154756718	0.0679946404509	0.0913065267743	0.120874629188	0.111250419373	0.122868443611	0.119995309121
a31	0.143674224546	0.114284446141	0.107101386106	0.071702074217	0.0818269661248	0.117401860163	0.118062904791	0.12345184687	0.122494312107
</S>	0.126832052273	0.11711820207	0.107427752053	0.0691925562085	0.0746614307624	0.107033838932	0.127284071896	0.139357422935	0.131092714654
