 	era	molto	stanco	</S>
a46	0.398007704	0.0717168595056	0.522743503886	0.0075319346805
a8	0.351047332673	0.0649204110907	0.570355289722	0.0136769642259
a37	0.247267728284	0.113560633308	0.609063771281	0.0301078707997
a31	0.182432954508	0.191410879477	0.598048802607	0.0281073639725
a0	0.211597593596	0.212076780072	0.534980668582	0.0413449555981
a20	0.191750256065	0.257194116557	0.481899265127	0.0691563706791
a31	0.156704284355	0.293982355652	0.457984013376	0.0913293668314
a39	0.238288661718	0.295708736017	0.349608550725	0.116394058297
a41	0.322145962039	0.305776240672	0.233282434175	0.138795350192
a31	0.250933507433	0.286021804224	0.291799846058	0.171244823397
a28	0.292734480698	0.249661555608	0.273664831286	0.183939118599
a11	0.394415493166	0.253404708069	0.177363298829	0.174816494666
a20	0.364671053055	0.27054185869	0.17760501341	0.187182067489
a31	0.315837740818	0.263529020897	0.230331065137	0.19030217243
a11	0.296692497406	0.262653067632	0.249684491712	0.190969946677
</S>	0.298192429703	0.269116545816	0.227456024856	0.205234995639
