 	ho	cosa	a	fare	</S>
a23	0.593569587	0.27915372726	0.04245006205	0.0227150839	0.062111546049
a17	0.4881872066	0.285252588753	0.09110276801	0.0533021944467	0.082155235603
a31	0.292041407333	0.376963057918	0.163313676157	0.0831061859516	0.084575677733
a8	0.296591466978	0.396327210973	0.146379126006	0.0843616379199	0.0763405760243
a31	0.420399151126	0.301381376658	0.096702409902	0.0885443397933	0.0929727363361
a13	0.476265020442	0.290785476486	0.0820940074007	0.0850913898311	0.0657641162254
a24	0.464935398214	0.249685157362	0.0997089268669	0.0998189520237	0.0858515885218
a31	0.464240529205	0.184645288054	0.107684146489	0.107966484475	0.135463567107
a13	0.404359359335	0.146818607485	0.0977991238297	0.114381955025	0.236640945702
a31	0.284126313378	0.186847282628	0.116786738077	0.130440272675	0.281799377901
a18	0.262862839393	0.227907157809	0.128592400692	0.128318204692	0.2523193789
a0	0.261808981398	0.213916791536	0.141225124564	0.131397360697	0.251651738567
a39	0.238402607533	0.210387801179	0.176077172521	0.140764809099	0.234367625389
</S>	0.224144936367	0.20895743059	0.190649621261	0.14622938635	0.230018646494
