 	non	ha	che	li	aspettiamo	</S>
a46	0.21827244768	0.10828678294	0.037882334832	0.036419508514	0.359201915174	0.239936990253
a31	0.109217641089	0.0990501687867	0.034878679124	0.0400321318527	0.430848317787	0.285973042744
a15	0.0679541272783	0.138673270496	0.0621824636947	0.0360145830629	0.403108553529	0.292066979381
a31	0.0858986681848	0.220662341171	0.123512632712	0.033754843393	0.294907654376	0.241263849354
a28	0.14699659495	0.217667864996	0.186252416464	0.0478518478763	0.230731092592	0.170500169229
a20	0.249520443006	0.138326438492	0.214064700488	0.0840254645788	0.157711883331	0.156351050838
a11	0.275233123089	0.139153110631	0.175386999016	0.138281052773	0.152972244377	0.118973456343
a31	0.22700001215	0.120500623697	0.143860066752	0.186387668124	0.202561169926	0.119690451141
a11	0.171674244117	0.0941784995423	0.118101116614	0.186344887641	0.276254705709	0.153446536135
a31	0.120533509972	0.0976943568774	0.0817722866547	0.145129687347	0.39461009857	0.1602600458
a46	0.104420834124	0.0974603013191	0.0789498163796	0.122205093516	0.433833631523	0.163130316101
a31	0.100403583815	0.094559282953	0.0905976493612	0.127724989905	0.419722153174	0.166992343721
a11	0.101118245778	0.0995924132843	0.101133355214	0.132797216302	0.417049237725	0.148309536694
a31	0.102027524193	0.102007399528	0.105417077831	0.139107488101	0.407351115242	0.144089384751
a11	0.113882376598	0.106120540403	0.110812324264	0.1473112147	0.386288893081	0.13558464047
a46	0.128114580266	0.115156861201	0.122310405821	0.1567807009	0.339891917027	0.13774553411
</S>	0.133206632833	0.1221252718	0.129416132111	0.15723349145	0.320643386513	0.137375084055
