 	non	ho	dove	d	andare	</S>
a20	0.1517629796	0.17254890885	0.370529445682	0.037072111221	0.026194307608	0.241892234091
a31	0.104317314633	0.14771413345	0.440742523094	0.100313669648	0.045438784873	0.16147355523
a37	0.12261078336	0.14534858255	0.368123011298	0.187798917707	0.0857606403747	0.0903580549833
a31	0.123425645643	0.13311269385	0.328070863099	0.289019562581	0.081373144152	0.0449980763478
a29	0.127395829421	0.165455788283	0.3874447497	0.250357154615	0.0470830631978	0.0222633914653
a41	0.136641565607	0.209498336761	0.4220862941	0.173188953965	0.0371174097459	0.0214674134578
a31	0.134831869869	0.219973842854	0.3807580309	0.191885741188	0.048017413722	0.0245330942193
a18	0.122742569996	0.198073676151	0.261928709517	0.244378859596	0.108631196441	0.0642449986064
a31	0.147240839839	0.13437245645	0.175783501522	0.256511798199	0.151708198214	0.134383208135
a39	0.164576372413	0.123135344217	0.137513964707	0.263362933733	0.118774574738	0.192636809378
a31	0.114460454891	0.109161585764	0.118071804636	0.296102785378	0.114232199913	0.247971163793
a8	0.102902291117	0.0986893778793	0.110100892545	0.289209296593	0.134171523971	0.264926608464
a31	0.101949925259	0.0941774872598	0.105509677848	0.305835670198	0.147450885324	0.245076354021
a8	0.108065065373	0.101262601053	0.122067174483	0.288985438066	0.155706203908	0.22391353134
</S>	0.116748031286	0.109344934027	0.132134818042	0.271078213033	0.159023961154	0.21167006567
