 	volevo	Maria	domani	di	venire	da	me	</S>
a20	0.6607212109	0.024183225499	0.017868023582	0.088985215747	0.16667079701	0.0164708806808	0.0164732858211	0.00862737537613
a24	0.501979888347	0.0408545502123	0.0193481042733	0.0598253781843	0.188576711803	0.0189454107269	0.121290275789	0.0491796672654
a31	0.347051294362	0.0398527211868	0.0151014337311	0.0686978282028	0.192093103268	0.0321962281813	0.238048760309	0.0669586057253
a17	0.303938878987	0.0445885030649	0.0245900089717	0.0754462410649	0.175160875623	0.0485967704871	0.278493083213	0.0491856236369
a31	0.272378346262	0.0691253309416	0.0422343678772	0.0723298098553	0.171836587541	0.0469603423427	0.281192263431	0.043942950104
a37	0.260047485941	0.0807162836072	0.0548859178064	0.0761789538188	0.187859493047	0.059658496474	0.233592004315	0.047061382402
a10	0.20359587608	0.102827680322	0.0694516040668	0.0472090257663	0.206357940749	0.0819142217877	0.208149993618	0.0804936707647
a31	0.22065574956	0.113507328354	0.0586580335323	0.0325066023041	0.174286867983	0.0840477972519	0.244869468184	0.0714681659409
a20	0.28584865654	0.082293900178	0.0704433685101	0.0252723766434	0.125272196461	0.0884130885373	0.26055158871	0.061904846247
a33	0.32081915838	0.054680816386	0.117494849778	0.0194114721263	0.0965994929203	0.102152437173	0.205861375807	0.082980419933
a20	0.352946396127	0.0707322959487	0.119414204998	0.0232871464359	0.104500446127	0.100322423752	0.15405584135	0.0747412714977
a31	0.340709661509	0.0802586015829	0.09675657457	0.034042346618	0.128106938709	0.104622069983	0.15600781419	0.0594960113259
a5	0.40439352857	0.0810994809943	0.086541772354	0.03452652719	0.107989087276	0.091242569167	0.14164139221	0.0525656479686
a17	0.49367882579	0.0935080034648	0.0859970884713	0.0320564068567	0.065815256652	0.0671160775557	0.103341847457	0.0584865004229
a11	0.483226903797	0.106768836755	0.0800871876904	0.0400042195789	0.050708895884	0.0631580406519	0.112471784652	0.063574132541
a10	0.391410577399	0.0985480528517	0.0603734125101	0.0532660910196	0.0768373409613	0.069698318484	0.152538431584	0.0973277765137
a31	0.352948126333	0.0717509674172	0.04696448625	0.0601377876065	0.0950473468538	0.0802252934947	0.173763602328	0.119162390571
a24	0.417912222778	0.0788328158057	0.07059660795	0.0581862407355	0.0685663716179	0.0724321317649	0.134718419909	0.0987551811903
a46	0.380710573593	0.100653870802	0.09899926405	0.0673346625118	0.0676306400726	0.071442981455	0.11883385557	0.0943941373301
a20	0.321992433864	0.0984923908007	0.0929002916833	0.0743210651039	0.0893034765575	0.0793816489517	0.144952836057	0.0986558349767
a31	0.292257666621	0.0887472158669	0.0733795778944	0.0715847563013	0.0966129473858	0.0995145002506	0.162699465086	0.115203853792
a20	0.27154788354	0.095738360889	0.0742480412981	0.0778306684338	0.0885455701953	0.11001483115	0.155704716229	0.126369915931
a31	0.231492078247	0.099388075963	0.0839942586994	0.0836567894113	0.0812388912651	0.11277712745	0.175839797943	0.13161296771
</S>	0.183397722723	0.0924489444815	0.0835230809497	0.0827082736057	0.0796272948326	0.125443432725	0.210232399972	0.142618840255
