 	non	aveva	dove	a	stare	</S>
a31	0.39993056683	0.065222543031	0.222031934457	0.01011594122	0.219123147868	0.08357583772
a8	0.326149218773	0.0616945745903	0.248163651819	0.04461887696	0.248231787615	0.0711418567104
a31	0.266663656267	0.0273718198427	0.216871495273	0.0942613353867	0.343767719172	0.0510639572139
a28	0.248530367602	0.0230549783721	0.237380331091	0.0972247226089	0.347896501527	0.0459130901913
a37	0.301641436981	0.0347737994852	0.261667847877	0.0856383863496	0.253301780919	0.0629767333104
a31	0.277570802127	0.0615421977337	0.310843242806	0.0865119607765	0.152191706973	0.11134007849
a18	0.253169690709	0.0836204322732	0.287888524669	0.0725512927588	0.125711471124	0.177058575557
a0	0.27116042117	0.0867939940044	0.160695816956	0.0641150593196	0.156336872375	0.260897806919
a23	0.175819935657	0.0869816844481	0.120131419185	0.0904048233065	0.248867992525	0.277794124306
a8	0.120484006819	0.087167984216	0.105805911195	0.109583534769	0.343821488575	0.233137067835
a31	0.0972347896063	0.079564907268	0.093091235265	0.12136215759	0.415213049858	0.193533851012
a20	0.113729202535	0.0855775676187	0.089959606355	0.13559787353	0.390673025619	0.184462711671
a31	0.140685000178	0.11105160654	0.115452939452	0.131737897177	0.293454399873	0.207618134557
a20	0.157926232326	0.13067312178	0.132915284617	0.135819099459	0.238512705024	0.204153543986
a24	0.180403373042	0.143421483927	0.129147947672	0.146353872886	0.228772439408	0.171900883329
a8	0.183991165681	0.154288747309	0.134605825624	0.155980338295	0.213399095136	0.157734832976
a31	0.180545519894	0.156299806436	0.144228790275	0.152463142765	0.200363949312	0.166098791325
</S>	0.185289746947	0.153122198218	0.149889267138	0.139186470382	0.194109929056	0.178402382662
