 	è	possibile	che	è	entrato	da	qui	</S>
a13	0.168186682654	0.5162128692	0.0465440878	0.0212424994959	0.0533527683949	0.0414320105572	0.119477133062	0.033551969382
a31	0.106401836637	0.511111053067	0.0919484182	0.0132339311471	0.057163745384	0.0533718348288	0.134512183879	0.032257010414
a15	0.0395827866475	0.619152063689	0.127476683933	0.0117158310978	0.0564450977735	0.0452362773865	0.0776363916193	0.022754884918
a20	0.0180179479012	0.67333094523	0.0931138099777	0.0201260260003	0.0543503901138	0.0426317382275	0.0517869508464	0.046642220066
a11	0.0201221995071	0.612648525743	0.0735902676592	0.0391309334028	0.0485928492283	0.0586179609338	0.0789198636555	0.0683774177953
a31	0.0468537796519	0.500962621248	0.155702907553	0.0464375822136	0.0458739031814	0.0611851538986	0.0858085382585	0.0571755166918
a39	0.0779642803402	0.473640270016	0.179800572118	0.0551894355672	0.0530028687798	0.0558998518906	0.0614949182328	0.0430078041773
a46	0.0917641374534	0.505662341605	0.104790499373	0.0560738890991	0.0502560945736	0.0675863352666	0.0741263852643	0.0497403207524
a18	0.0872622549911	0.434701569868	0.0917939418577	0.0444392521797	0.0433680377252	0.0896745956102	0.114915037288	0.0938453075841
a31	0.11608446863	0.350854777956	0.0992301008859	0.0504834836266	0.0488289188751	0.0956874164101	0.128975880496	0.109854943861
a13	0.14176594781	0.259399678919	0.112569605095	0.0549980030755	0.0558890636584	0.113835165097	0.134904356899	0.12663817162
a31	0.159876330203	0.16650162524	0.120399296232	0.0711350326918	0.0690964140195	0.127048130832	0.138536143633	0.147407029273
a46	0.175577884068	0.140839870013	0.109716172611	0.0855217526306	0.0848878464065	0.125066088611	0.149237074878	0.129153318424
a31	0.150107236223	0.126223331738	0.102204100204	0.0965245655435	0.0946206192022	0.13292088187	0.164984139959	0.132415122408
</S>	0.138158216412	0.122473342069	0.100286607702	0.110860240772	0.0975538106011	0.130605918935	0.160613662979	0.139448188204
