 	il	cibo	vuole	mangiato	appena	lo	cucini	che	è	più	saporito	</S>
a8	0.2756348575	0.28341814853	0.086444114	0.019591962824	0.0067300356083	0.02177383077	0.0660737507583	0.0609688166465	0.0101347152645	0.14313921205	0.0226658725072	0.003424635015
a3	0.229403500167	0.207856027997	0.06967320638	0.00756198819925	0.0025962781709	0.0215148830833	0.132164290573	0.0677478958065	0.0123514026818	0.12300296853	0.0331156244171	0.0930118924917
a31	0.148514488756	0.137213787199	0.0657831042533	0.00431999895034	0.0010851617101	0.0458389141984	0.214479277504	0.0439859791888	0.0113997316446	0.120059586957	0.072721650311	0.134598311076
a7	0.124499608725	0.1263584002	0.0629958429244	0.00354271111345	0.000620755778933	0.0483080798368	0.179346075343	0.0878714909389	0.0261854974629	0.146771153855	0.105332294669	0.0881680930707
a20	0.116051846548	0.116101414367	0.0675052174615	0.00370497914448	0.000845368003878	0.0381813988789	0.120058542608	0.153679833622	0.0352412477856	0.150940945434	0.111125637772	0.0865635740902
a24	0.110756389569	0.105566767956	0.0663517840138	0.00463758288949	0.00430344522396	0.0746289458263	0.0842906687567	0.128209566534	0.0266499602252	0.175513111338	0.107193175904	0.11189860463
a31	0.0692437995763	0.0936184660987	0.0666163349246	0.0226923034675	0.00535726192639	0.0908928444754	0.0895171571849	0.0701618982047	0.0200389336884	0.248103943619	0.107384846815	0.11637220733
a20	0.115027874792	0.0885288528796	0.0888680200282	0.0378948675642	0.00344103735653	0.0731652251585	0.0806770665036	0.0412677581282	0.0150194309495	0.23326066246	0.103866953632	0.11898225699
a31	0.145004481997	0.0779785347132	0.104710515869	0.0606948700094	0.00340462288351	0.0586621555195	0.0641566858545	0.0298380174094	0.0167608973565	0.221072291267	0.101107558811	0.116609381997
a28	0.144420708799	0.114016898791	0.093510162483	0.0698829011845	0.00397343162984	0.0434794975065	0.0552941016648	0.0294740442031	0.0257162897188	0.197072397656	0.13131276887	0.0918468079057
a31	0.176266673466	0.138840290397	0.0817885362143	0.0688153361642	0.00791529982728	0.0396514299022	0.0334113217816	0.0314545760677	0.0520797811029	0.112274683312	0.182716491223	0.0747855800752
a3	0.158072239555	0.159489625932	0.0752166796581	0.0630931222374	0.0117406954798	0.0346066287674	0.0220338990872	0.0395325610892	0.073912973671	0.0753036801973	0.221393346408	0.0656045545317
a31	0.139310780918	0.199717916777	0.066468517486	0.0439660563458	0.0168662209333	0.0361174773891	0.0235013522957	0.0469141330297	0.0733932811837	0.0514836270991	0.229399805203	0.0728608486172
a35	0.130259710013	0.202705189726	0.060505435562	0.0443636161486	0.0254243932844	0.040055560063	0.0341524600986	0.0607385259432	0.0846687135546	0.0496624870664	0.199908982401	0.0675549336257
a31	0.113037097178	0.195498496975	0.056674292454	0.0461576560829	0.0365593130948	0.044638372821	0.0478805238995	0.0678211266477	0.0893682951715	0.0485090574221	0.184961120134	0.0688946645486
a20	0.113750798926	0.177905852258	0.060741357618	0.0517512066276	0.0454972264316	0.0500320089403	0.0544126464332	0.0687963946826	0.102014104551	0.0459609974074	0.168704377245	0.0604330438762
a0	0.115988596689	0.159167233653	0.058520663806	0.0572172945425	0.0492390260905	0.0510698189134	0.0769774454777	0.0863262144942	0.10721764859	0.0541855085358	0.133527929615	0.0505626230254
a31	0.103656281746	0.126577415128	0.057891255802	0.0568259418475	0.0531196417768	0.0548153289045	0.113617632759	0.106307878631	0.0807499092033	0.0604281349119	0.119417881805	0.0665927084085
a38	0.108571456119	0.127811503719	0.066797314934	0.0695225406158	0.0550934559923	0.0648296116348	0.116602665853	0.10238143481	0.0649230586011	0.0546308856373	0.0973911684017	0.0714449121362
a8	0.11283237244	0.132122276973	0.075147433178	0.0818964497386	0.0602065798641	0.0726042919449	0.099526294951	0.08358645747	0.0684611945337	0.0520702694124	0.102796476534	0.0587499063787
a31	0.0982195447	0.111563893258	0.0744775809927	0.0710664567129	0.073732712888	0.0728333806483	0.092061091317	0.0767259118233	0.0752822503779	0.0606669123375	0.109788192245	0.0835820741929
a46	0.0956903733867	0.109112801619	0.0773038193976	0.071623635571	0.0847595805627	0.0767333889494	0.0869718317723	0.0725521624744	0.072278762326	0.0627857765125	0.0939017401483	0.0962861183976
a31	0.0932698727756	0.105577000273	0.0800683600659	0.0742930867237	0.0917504635209	0.0815971267165	0.0820048365241	0.0678746887581	0.0736395147753	0.0589139240375	0.0854079389828	0.105603168133
</S>	0.0838450603578	0.0966241087365	0.0808234500329	0.0690028946619	0.0960070763604	0.0835666403583	0.0783280821621	0.0658188464791	0.0767343207876	0.0597736873188	0.0812860760914	0.128189735566
