 	che	non	li	aspetiamo	</S>
a20	0.14813248129	0.016484829075	0.0605160001925	0.672907175321	0.101959529258
a8	0.168881326797	0.0487916731226	0.062722380009	0.674139753161	0.045464878474
a7	0.10507791846	0.122390085882	0.0505727367008	0.697643843654	0.0243154164753
a35	0.0590876282633	0.171072118301	0.128107505406	0.613183669111	0.0285490917384
a46	0.0959294509444	0.179740609807	0.219062379481	0.432853192584	0.0724143710461
a31	0.163773437781	0.158747952182	0.235489122094	0.312065969155	0.129923519462
a11	0.175989616527	0.136219145841	0.241849314698	0.263700662385	0.182241273647
a31	0.167759642242	0.14483324764	0.235692571566	0.242281535862	0.209433019276
a0	0.152749071347	0.162146889807	0.229072849189	0.263728243154	0.192302950819
a31	0.150098206449	0.167819390102	0.218053106663	0.288468020251	0.175561279206
a30	0.16005085275	0.158576120034	0.204359818488	0.299058565417	0.177954643402
a0	0.168769771183	0.172429244011	0.232412703496	0.246205546472	0.180182725467
a31	0.187990579061	0.190416036004	0.235668587165	0.214069098291	0.171855704156
</S>	0.19804132553	0.195218222002	0.226405037582	0.209579751345	0.170755682078
