 	dopo	Giovanni	é	tornato	a	casa	</S>
a31	0.15049656842	0.15349083974	0.3950711095	0.144765081717	0.050950011442	0.0650192512445	0.040207170365
a20	0.0523060643331	0.13293455922	0.409394066633	0.191053775625	0.0569479373727	0.113065093334	0.0442985098557
a17	0.0194421888942	0.108922546847	0.378103047411	0.161489080816	0.10603088425	0.140384107691	0.0856281293892
a31	0.0108318767425	0.113617779969	0.341890250604	0.185704914937	0.147222762379	0.103382527697	0.0973498670164
a39	0.0222262114209	0.13630203061	0.284852673801	0.216463439864	0.151904929827	0.101957905332	0.0862928079655
a31	0.0239642820384	0.17219058291	0.286558558867	0.233555553341	0.12359226351	0.100371775124	0.0597669801352
a20	0.0195474875563	0.200906764383	0.277382242769	0.234188869038	0.102130006204	0.127557515321	0.0382871005451
a31	0.0182249172834	0.220333945328	0.27865409807	0.203632622394	0.088640510822	0.156982950574	0.0335309620217
a13	0.0139257193011	0.219222182976	0.291013880117	0.186468123934	0.0778601055793	0.175462367791	0.0360476439139
a24	0.0317281876137	0.240396981392	0.221670175732	0.149759861925	0.107279231032	0.191425290264	0.057740303078
a46	0.0425835910646	0.235291724064	0.196084745511	0.165974474308	0.151167532877	0.146867487421	0.0620304657593
a31	0.0518858968117	0.174441726555	0.242800989504	0.185092688009	0.147454396692	0.14300624414	0.0553180506931
a20	0.0692781396941	0.153704009318	0.294228526168	0.185925198776	0.0976132383507	0.14155314478	0.0576977336044
a31	0.0810137781707	0.164005206106	0.285876672723	0.197116943459	0.0875081629569	0.123703355927	0.0607758775748
a18	0.10314614073	0.159463351569	0.253140076908	0.209933126086	0.090605708239	0.112932161909	0.0707794074983
a20	0.11042589011	0.159336200856	0.202028250969	0.208177769695	0.110535383346	0.11982278897	0.0896736900994
a31	0.121028494103	0.155021652952	0.224235191656	0.184322301565	0.123092177182	0.10869841199	0.0836017650998
a11	0.158021705901	0.156079056651	0.265830559885	0.152470224522	0.106485413127	0.0889743608633	0.0721386811933
a31	0.158115225789	0.16153186655	0.269294028962	0.139265047974	0.114380087816	0.0844140784011	0.0729996771978
a28	0.165019499685	0.157988131517	0.265478076654	0.135050868325	0.118760696979	0.0829523979137	0.0747503399899
a41	0.191941673095	0.156701000506	0.230518056418	0.140772909308	0.125198281126	0.0797875999712	0.0750804689673
a8	0.170727233698	0.139927608169	0.193946227339	0.185057648769	0.161718566375	0.0784088043904	0.0702138991424
a33	0.146822871899	0.127780246056	0.171801124113	0.21274241459	0.192242131192	0.0791849332635	0.0694262747141
</S>	0.14394019295	0.127841549028	0.154681873056	0.216015667295	0.205686070196	0.0798210239318	0.072013613857
