 	è	pericoloso	di	nuotare	nella	notte	</S>
a31	0.104073686271	0.34755426618	0.231306741511	0.118070848618	0.04805277213	0.146156573561	0.004785093765
a20	0.0427561667147	0.347311337953	0.167211741776	0.106348446881	0.0497842717367	0.273244711612	0.0133433072138
a31	0.0177691705288	0.337127883878	0.0710432503867	0.130528235504	0.0780418753122	0.345979032071	0.0195105392814
a37	0.00818411130827	0.376569368626	0.0646898929169	0.0951640366681	0.0971084359041	0.343652385424	0.0146317729871
a31	0.0100233303881	0.479823258875	0.0897822030356	0.0494534308838	0.075780943988	0.285059812848	0.010077029087
a30	0.0140993935654	0.533120421625	0.114372258795	0.0316774543066	0.0702571741427	0.227654690589	0.00881860892233
a13	0.026671125722	0.499113130542	0.117420926114	0.0284716327844	0.0777981987409	0.231427239696	0.0190977339374
a20	0.0384145470843	0.498651677514	0.109427514458	0.0265162193203	0.0791400591736	0.215995230265	0.0318547212491
a41	0.0372422273295	0.456938423171	0.0871711722393	0.0327579135756	0.0995504732312	0.229280383088	0.0570593750364
a33	0.0391086269638	0.359787166924	0.0637451620464	0.0384849847404	0.132827151424	0.279931292849	0.0861156069755
a31	0.0368058421166	0.279853200575	0.0507631764621	0.0413953701615	0.173277575308	0.315680681703	0.102224172869
a41	0.0496674269889	0.256564314858	0.0449910145074	0.0461771055352	0.174698279469	0.283645619768	0.144256265523
a0	0.0735032994163	0.254495100553	0.0521906427691	0.0518660963784	0.15744469389	0.230261278189	0.180238919408
a31	0.0789283979388	0.184862232584	0.0546318971897	0.0574342934995	0.196417584163	0.261173187796	0.166552439136
a24	0.0920560336463	0.157533401928	0.0703632208632	0.0720161018065	0.198676432054	0.248130777932	0.161224056645
a31	0.102477726215	0.149849226643	0.0853310124877	0.0844542889355	0.190596939751	0.231075047311	0.156215768215
a20	0.107048606538	0.133090184214	0.0958203176959	0.118809083445	0.19199260165	0.21246716017	0.140772041138
</S>	0.115041558969	0.139108282107	0.107410141848	0.152124764922	0.176528821825	0.169290009685	0.140496412569
