 	mia	sorella	quest	anno	che	viene	vuole	diventare	dottoressa	</S>
a31	0.404865888627	0.131078598804	0.101688487168	0.0807681826214	0.030049157466	0.0258264769247	0.0722816566786	0.0426260952871	0.0951376682473	0.01567773815
a41	0.306797391669	0.112937413437	0.118166440649	0.121597906474	0.086948027622	0.0136962392853	0.12445838776	0.0337319496431	0.0686156611056	0.01305054295
a31	0.158649066556	0.0868564610835	0.12499718947	0.128366158825	0.144814517007	0.0237490596717	0.13151530588	0.073875126834	0.112587697038	0.0145894115753
a20	0.0758681391187	0.0729973501916	0.15748590489	0.120115415742	0.152922415336	0.0292390238039	0.123733819387	0.139623347972	0.104422376848	0.0235922169438
a31	0.0634459862396	0.0732141275603	0.173831836363	0.132787325581	0.145074399712	0.0453390034856	0.119007008889	0.14919022143	0.0751292818259	0.0229808200549
a37	0.0701833708799	0.116280407712	0.136334507121	0.14305767586	0.146583644837	0.0530304296281	0.131949804096	0.116456521622	0.0594113461663	0.0267122942852
a16	0.112425297867	0.16552999477	0.0885753501737	0.155723453953	0.147074101946	0.0268027207227	0.153253689499	0.0801346446027	0.0322903624128	0.0381903741617
a35	0.233446044689	0.115923382922	0.0854821748579	0.172244220651	0.118216155249	0.0195299947342	0.134288887966	0.0654445415809	0.0188117289043	0.0366128521606
a24	0.26530941319	0.0534449795023	0.080038891486	0.156402554084	0.0980638139497	0.0384983379781	0.142887093855	0.0816157665803	0.0412611549468	0.0424779742269
a31	0.244948649803	0.0463254627146	0.065076203262	0.135875550895	0.0968608353166	0.0493830353927	0.135917823285	0.124482240993	0.0589693774743	0.0421608164956
a39	0.251188216808	0.0461365777589	0.0515956873873	0.116553238232	0.102891721572	0.0927343437976	0.120884998562	0.152552529664	0.0376141544354	0.0278485279385
a31	0.208716778888	0.0477602115943	0.0543498260958	0.118464690811	0.108844422924	0.107353573199	0.116234375921	0.173249623088	0.0339635195358	0.0310629714462
a20	0.156844069181	0.0543065536406	0.0570901605319	0.11913059147	0.111920913308	0.101404684733	0.126155230907	0.190757327429	0.0431804436986	0.0392100306287
a31	0.151475653636	0.0562903424005	0.0536250080706	0.09790905829	0.105671249436	0.107932809644	0.136467340969	0.197446474076	0.0480892875302	0.0450927902162
a3	0.157533415787	0.0641657446271	0.0513896875169	0.08833760143	0.106199531812	0.110357175548	0.122902305656	0.189782066692	0.0505783094741	0.0587541764454
a20	0.129350004596	0.0622533130824	0.044041760239	0.0685401319433	0.101780269937	0.155049229183	0.128641150552	0.186488813964	0.06185091476	0.0620044116818
a31	0.128610752919	0.0614224362021	0.041826752333	0.0630826235811	0.0869779009123	0.144005234861	0.132406659651	0.200929061988	0.0748313938887	0.0659071889606
a37	0.12647696056	0.0585555581887	0.0393027074977	0.0585105867937	0.102115111237	0.149651771287	0.131097535617	0.204426937463	0.0626773808696	0.0671854616535
a31	0.103572125593	0.0604049854896	0.0449412554326	0.0572685639712	0.106225854479	0.150162496029	0.125228542206	0.219856719954	0.0591309021899	0.0732085530378
a20	0.119873057738	0.0763914105232	0.0525416306775	0.0599920020971	0.098790464893	0.118778047743	0.116536917469	0.212966928851	0.0635716961166	0.0805578168326
a28	0.130943503913	0.0874278438077	0.0506625262925	0.0548009336324	0.0999456753643	0.123262306581	0.106045188356	0.208288745817	0.0697169490389	0.0689062861442
a31	0.116801624318	0.0866513195026	0.0505202997642	0.0565003192108	0.0853747343214	0.10777727086	0.100699552585	0.238768724072	0.0801118214996	0.0767943065147
a20	0.119514870453	0.0894235213675	0.0540398609881	0.0585238791369	0.0835953163071	0.12464914202	0.102524867462	0.221070689091	0.0679769588532	0.0786808799382
a31	0.117600025651	0.0954113744558	0.0623177735294	0.0591854426456	0.082393671169	0.132734493073	0.106652934487	0.19596205663	0.0664933239511	0.0812488993461
a33	0.121855947384	0.0999065284853	0.0725168567098	0.0696602771485	0.0810493900563	0.110234199958	0.108340494629	0.182691135543	0.069184521317	0.0845606547154
</S>	0.138428973692	0.105135670243	0.0764181648549	0.0767436576742	0.0861543670282	0.112850226379	0.104994765015	0.164136377772	0.0609401168585	0.0741976947577
