 	ti	dico	una	cosa	però	non	parlare	di	queste	cose	con	Maria	</S>
a46	0.48538694965	0.23239275945	0.0224059264	0.0880325021	0.0259940181258	0.0137584023801	0.045370268152	0.013977701543	0.00662716445054	0.0384099011456	0.0167126045557	0.0044167145168	0.0065150734034
a28	0.494072341617	0.181189116183	0.018571439028	0.05542393238	0.0657601386288	0.0107225629401	0.0460276902953	0.0427679938577	0.00494467467671	0.0384141192186	0.02522520309	0.00491192969493	0.0119688617858
a15	0.396235798406	0.140201590528	0.0207668708907	0.0517923405933	0.0957853658973	0.0087859101267	0.0696759877218	0.110023022634	0.00451194979558	0.0218886882559	0.0499411800623	0.00595497604364	0.0244363240666
a31	0.255676640602	0.075825655976	0.0303744995389	0.0636949893044	0.0950887330691	0.0299125914822	0.156198941094	0.154136602775	0.00281988301103	0.0188887616253	0.0859957501298	0.00677795666388	0.0246089898812
a20	0.173877912201	0.0416226705653	0.028635577671	0.0536125303015	0.097322158866	0.0562276604807	0.179254877271	0.120830595252	0.00176683463406	0.0251034682849	0.197264323543	0.00836944141063	0.0161119338354
a31	0.171716114334	0.0509510718284	0.0276997463173	0.0364307433538	0.073937514414	0.0533576223602	0.146778041824	0.0722012405807	0.0049837631564	0.0272061510665	0.307586190872	0.0104708496595	0.0166809350878
a35	0.165575651138	0.0517362315028	0.0265447046034	0.0319519153379	0.0763373119724	0.0517576310001	0.129582105808	0.0473880969936	0.00638431325141	0.0229859304556	0.35315552157	0.0149336177358	0.0216669418719
a8	0.181301523626	0.0275874573276	0.0123454486105	0.0280778577593	0.0852486794749	0.0617519603734	0.101850930336	0.0263647601012	0.00370262010876	0.029344919727	0.387056596191	0.0201068189119	0.0352603828486
a31	0.145584463649	0.0215311113972	0.0079816779659	0.0321362373731	0.0576695048645	0.0552675962978	0.177430583845	0.0256296464504	0.0126912455944	0.0378599074849	0.364682336254	0.026135639504	0.0354000154375
a29	0.238630443836	0.0191466099471	0.00886722875903	0.0297931817644	0.0346156603809	0.0362956292459	0.208139112282	0.0275913185768	0.0175554581834	0.0403115960647	0.280316527958	0.030570272368	0.0281669400452
a41	0.397798442012	0.0326984453157	0.0127675225817	0.0504336509481	0.0340725497643	0.0204828030086	0.133844507094	0.0213777722763	0.0122313752784	0.036900335903	0.191988807493	0.0266083328493	0.0287954386884
a37	0.436474284271	0.0733045405252	0.0246919960586	0.064875226756	0.0305163720968	0.0130755451095	0.0862670671647	0.0167768376161	0.00940979952793	0.0471085676478	0.147956288615	0.0246571595031	0.0248862961695
a24	0.459990136157	0.0987875316151	0.0355785253329	0.0567697326787	0.0198463355809	0.0119085467632	0.0667735055216	0.0232955795587	0.00601842815798	0.0581546086473	0.11036703352	0.029543931861	0.0229660893232
a28	0.466741379586	0.0894369600584	0.0433959498576	0.0524541902662	0.0156214339136	0.0121269852277	0.0787497364405	0.0273047619862	0.00487279449466	0.0616652195438	0.0851328846173	0.036746250207	0.0257514257077
a31	0.393990181729	0.0727418126461	0.0452406852192	0.0709675582887	0.0151247749685	0.0161194942492	0.10643638908	0.0318168028621	0.0102449041936	0.0594599599679	0.0767746179231	0.0630251574557	0.0380576340359
a20	0.346563537976	0.0597650632154	0.0540738237064	0.0722529049629	0.0144552303335	0.0189117419231	0.15469664036	0.032625757154	0.0130990945512	0.0531640616693	0.064784208377	0.0715149484386	0.044092971892
a24	0.372594232192	0.0565822222051	0.0703565909021	0.061705943721	0.0135716383712	0.0171980214144	0.180929552587	0.025783246718	0.0116044645904	0.0485476352764	0.0506275611643	0.0514125507662	0.0390863290173
a31	0.360427266064	0.0577483400284	0.0604261268674	0.0848083838403	0.0171756503504	0.0224059117381	0.141261545129	0.0340072577727	0.0146258271168	0.0415234334855	0.0669873871548	0.0531366639887	0.0454662054858
a13	0.345672066221	0.0654779424361	0.0436163336025	0.0730996735668	0.0204565972568	0.028066881146	0.14536222151	0.0409292411909	0.0178666264456	0.0426515203085	0.0769088114516	0.0523348406962	0.0475572434019
a18	0.32802014594	0.073709026812	0.0421832089808	0.0679501893423	0.0233046835323	0.0278999283487	0.172955438303	0.0373389429303	0.0214154325219	0.0514950323162	0.0649920514839	0.0455136723321	0.0432222562673
a31	0.30213539698	0.072538773244	0.0431876013936	0.0803176637141	0.0336953583108	0.0299531313829	0.131305200168	0.0452546161768	0.0262036330406	0.0481765437721	0.0842116336946	0.0524124409774	0.0506080141558
a11	0.277104016527	0.075576762988	0.0394729289312	0.0618363331714	0.0435712389703	0.0383227071943	0.127525643456	0.0568897107256	0.0291997818802	0.049793722724	0.0933231847649	0.0535163213258	0.0538676491186
a31	0.227093981376	0.0781867930627	0.0470911577104	0.0493993469238	0.0586925677901	0.0462654473981	0.122988660019	0.0582230129085	0.0342967779334	0.0600946433747	0.0817365957883	0.0643308057086	0.0716002054395
a46	0.178069600792	0.0842201805542	0.0589384199035	0.0521264560413	0.0713385504634	0.054622986066	0.083731596873	0.0582753369695	0.0438123494845	0.0696573879249	0.0835609648628	0.0761765133695	0.0854696534798
a31	0.135691359331	0.0863607279514	0.0660399935678	0.0546911414138	0.0777504912211	0.0606020422887	0.070225498691	0.0603315666565	0.0480970836815	0.076620991975	0.0834303270876	0.0835458928565	0.0966128905599
a8	0.120992322844	0.0844608950171	0.0723479176559	0.0578862840046	0.0764324346737	0.0648322992296	0.0627509748303	0.0638439696188	0.0504940290805	0.076853507325	0.0776492958959	0.0886401389522	0.10281593232
</S>	0.131826793422	0.0874100360085	0.0738794563279	0.0616625540023	0.0677728549369	0.0687143791148	0.0665289144151	0.0660526024094	0.0535058917403	0.0767755026625	0.074124775048	0.0820805500761	0.08966568376
