 	non	ti	dimentichiamo	mai	</S>
a8	0.259863962144	0.46582821434	0.06240180867	0.0125287317415	0.199377314813
a31	0.257122449144	0.378287709313	0.15391848997	0.0263525084534	0.184318870279
a20	0.249717665283	0.291809570971	0.266864435957	0.0380218275124	0.153586511299
a31	0.21148676533	0.403796780324	0.241486000652	0.0485333196755	0.0946971361197
a13	0.153566259137	0.432116112108	0.231138266104	0.0693739941098	0.113805363398
a31	0.138516738272	0.475467990703	0.199668491455	0.0721547836219	0.114191971274
a13	0.134112817224	0.570137903968	0.126262586818	0.0819436585166	0.0875429828409
a1	0.0940370702747	0.567207739056	0.128036955939	0.0985576565569	0.112160537067
a31	0.0682468970982	0.545644745019	0.175170703513	0.091459201373	0.119478425329
a41	0.0613548027727	0.531555215673	0.240702446371	0.0700422963043	0.096345235503
a15	0.0882694357909	0.564506440558	0.244387345457	0.0480802396081	0.0547565711543
a13	0.109931135464	0.548764212853	0.230613105952	0.0559531530027	0.0547384248514
a31	0.125197910021	0.472111001618	0.238206829984	0.0839786728676	0.0805056106171
a11	0.150626626207	0.429358844539	0.242258369061	0.0914194694225	0.0863367154057
a31	0.138375221402	0.386517570846	0.27074348442	0.110034305474	0.0943294475352
a46	0.133006136467	0.315132876015	0.29993214314	0.133057925558	0.118870935978
a31	0.143670179689	0.252285624405	0.288173446113	0.171347938253	0.144522806393
a46	0.15178198943	0.215110618802	0.272806606438	0.197798967418	0.162501813931
a31	0.158400838877	0.208560526934	0.250288080146	0.212518471139	0.170232089777
</S>	0.149112124038	0.195126147467	0.241666735073	0.238459353569	0.175635658888
