 	il	vestito	della	sposa	vuole	bianco	</S>
a17	0.2712954558	0.0530852264	0.08454913791	0.03819851686	0.06726711148	0.3993291443	0.08627539484
a31	0.200037231833	0.0363572541333	0.12573804337	0.0444679505667	0.0831745289	0.429446398633	0.08077860684
a17	0.165927011418	0.0256790125464	0.163917275123	0.0504419351556	0.104136319373	0.436051546811	0.0538469136133
a31	0.128706608779	0.0457840319108	0.178275876308	0.0621086125452	0.105588288758	0.43917353799	0.0403630350178
a14	0.0858152665597	0.0522671277529	0.195133247769	0.0595432601484	0.104426645633	0.425817791383	0.0769966542479
a17	0.0734405909132	0.038340598867	0.180006083856	0.0557259035495	0.127544663611	0.411468391461	0.113473770271
a31	0.193601279064	0.0642713575377	0.169447185085	0.0552667911165	0.129898437004	0.31075441582	0.076760536259
a11	0.247016940515	0.0704662836819	0.143472910648	0.0586507699722	0.141282646201	0.259740568607	0.0793698933617
a35	0.156064610798	0.0412044583153	0.100200106883	0.0565871749707	0.148680106067	0.383500390869	0.113763178014
a38	0.0909906901327	0.0321443275338	0.0870165490343	0.0497074274369	0.124078772356	0.518730742956	0.0973315172447
a31	0.0619094510842	0.0316546871848	0.0790451241714	0.061728545739	0.135841049252	0.553145415652	0.0766757517616
a21	0.0784683615347	0.0315702726911	0.0684078763238	0.0629388119863	0.168295464417	0.509466462551	0.0808527691205
a31	0.0977991601949	0.037748032943	0.0601678764413	0.0642597082088	0.156320553806	0.479004502184	0.104700161107
a24	0.0955195804816	0.0428781392163	0.0537903810138	0.0690726524696	0.144439006935	0.468788644061	0.125511580102
a8	0.0877374420272	0.0470618545388	0.0561427565379	0.0579442705565	0.154571284978	0.479593218687	0.116949180434
a23	0.0747234034757	0.0531507211129	0.0558259597126	0.0610614237855	0.162591899659	0.476151665562	0.116494934278
a31	0.0895764346652	0.0538990113176	0.0740876152375	0.0912991528618	0.156623138353	0.399014571187	0.135500064759
a8	0.103128138395	0.0516413453859	0.0737288164792	0.0926154790873	0.136691308318	0.401766413062	0.140428488226
a23	0.114688247465	0.0674676339286	0.0703253411597	0.0808779754958	0.138733469306	0.400942811687	0.126964520049
a31	0.121265357722	0.0762995263095	0.0924442841199	0.107296821832	0.138591903902	0.330992694562	0.133109428016
a10	0.122902750274	0.0718550815698	0.0910847325733	0.102315465411	0.141344227634	0.330848913521	0.139648851739
a37	0.156010331891	0.0898302113233	0.0899297785911	0.092996976937	0.146684481545	0.294691972507	0.129856258246
a46	0.165205165964	0.105186798908	0.10151480753	0.105419278312	0.144624966848	0.255890861502	0.122158121149
a8	0.139980039988	0.103958303369	0.10002572251	0.106083860437	0.154040609283	0.281655417567	0.114256041783
a31	0.123676761396	0.0930676776563	0.106930672837	0.112980376746	0.148954612028	0.286720125589	0.127669781528
a20	0.127982136532	0.0923959245521	0.103929942679	0.106723162515	0.137987970009	0.28968128053	0.141299592509
a8	0.143282220844	0.111363388051	0.102166234493	0.102160324172	0.142644469736	0.270323122177	0.12806025017
a13	0.152365585615	0.118873128684	0.108963440031	0.113191595791	0.144778683645	0.245566900059	0.116260666857
a18	0.156194919205	0.112168551561	0.107847814477	0.119963236997	0.147880578015	0.24234984602	0.113595026686
</S>	0.154786677603	0.10891224178	0.110894614939	0.127026006498	0.152043039608	0.23345992901	0.112877455743
