 	l	ho	sentito	quando	veniva	</S>
a31	0.484872378858	0.108603811891	0.127731253631	0.004717543242	0.273341316438	0.0007337121695
a46	0.347324614466	0.238351439207	0.149695327218	0.047757682427	0.212689187939	0.00418173182303
a41	0.247129258737	0.316881153122	0.119357484383	0.101231904701	0.146078121773	0.0693220560395
a31	0.194976860417	0.296239009374	0.084234869337	0.12624752689	0.160645727924	0.137656006957
a24	0.226748144862	0.214148290711	0.0626018409083	0.15932769729	0.188330700441	0.148843330052
a31	0.362410448887	0.135021679024	0.0513074360148	0.17535843743	0.149217828947	0.126684159371
a15	0.434675847096	0.117181618875	0.0548346722036	0.172178747943	0.116218935582	0.104910168037
a46	0.373037256965	0.0996656686783	0.0567848349752	0.170954292314	0.175564236327	0.123993698972
a31	0.247673980079	0.103276873546	0.0908415492457	0.173935524371	0.254455186309	0.129816871424
a0	0.23802695685	0.105130716249	0.141998002215	0.166496972097	0.227528651103	0.120818702275
a41	0.289354196417	0.115774804883	0.158789382405	0.156157729739	0.162961595634	0.116962290558
</S>	0.293606898408	0.126703603442	0.155211125602	0.158623966769	0.151870298217	0.113984099579
