 	le	melanzane	vogliono	girate	</S>
a31	0.144051865267	0.324072903739	0.2126597594	0.29256659456	0.0266488681156
a35	0.0912283872193	0.3393609272	0.275250129853	0.28123215692	0.0129283976879
a41	0.0567412534351	0.274142290853	0.397922673871	0.25492593504	0.016267863174
a10	0.049730277073	0.164169927966	0.46781305389	0.293853686347	0.024433065036
a18	0.0588194957377	0.13545873776	0.428312756497	0.335705064382	0.0417039499253
a35	0.0757566341526	0.131347396001	0.302749812886	0.408196233061	0.0819499361218
a31	0.0753735446509	0.106984751179	0.293957561482	0.444031207954	0.0796529334873
a34	0.054703170057	0.0693724464143	0.277913411561	0.530843353318	0.0671676054958
a8	0.100210367859	0.0544749130861	0.152937840054	0.582607500773	0.109769363659
a31	0.11770124602	0.0526333350487	0.123186131751	0.527479161258	0.179000115993
a8	0.14194269998	0.0582237067096	0.103138515117	0.502258530953	0.194436547678
</S>	0.20489434459	0.0709360076548	0.0805743798585	0.473849042276	0.169746227839
