 	mia	figlia	vuole	andare	</S>
a46	0.682686584	0.22003944918	0.060777505882	0.0147661016048	0.021730356035
a31	0.529663610667	0.254302502527	0.165015222227	0.0389532099602	0.0120654396733
a7	0.368527450222	0.241220636309	0.319952409209	0.0605820118157	0.00971746215737
a20	0.294996102741	0.314790921436	0.34289349187	0.037706411172	0.00961303258512
a31	0.328500995314	0.338445292479	0.29497340349	0.0303870437935	0.00769322650437
a46	0.418617974838	0.279639346826	0.245620937963	0.0441576260778	0.0119640836948
a31	0.375207818279	0.303615704075	0.218264104294	0.0783263094559	0.0245860564983
a46	0.287704903226	0.316794461158	0.186313601405	0.123679390342	0.0855076491661
a31	0.304705832475	0.239532948786	0.147910021735	0.153355355914	0.154495839722
a11	0.295894920025	0.209686448662	0.145510907112	0.161354557705	0.187553154574
a3	0.277274654942	0.208242219554	0.145530479571	0.159078806635	0.209873823525
a31	0.237967730781	0.182027903585	0.170797546524	0.198017366545	0.211189454508
a27	0.242319924727	0.167147706928	0.174063166841	0.200645282848	0.215823922169
a0	0.326756952909	0.172614928843	0.144150903747	0.148883603349	0.20759361239
</S>	0.365466540454	0.182368157222	0.127244041073	0.132334807275	0.192586464695
