 	un	forno	che	fa	buon	pane	</S>
a31	0.16925915833	0.3670635258	0.06512467904	0.12891787336	0.03347650604	0.12552898667	0.110629252962
a20	0.13164946213	0.395954022867	0.0607759985733	0.14144098072	0.0372596495333	0.185477239137	0.0474426470273
a28	0.118079215563	0.396215254956	0.0421245753511	0.0973301477067	0.0498695298764	0.258883906512	0.0374973777771
a31	0.119809674241	0.373425087385	0.0415603149837	0.101525996302	0.0793523391935	0.252475465637	0.0318511260846
a18	0.153799972014	0.373902723528	0.0756452280612	0.102590854567	0.0733785947205	0.170385651146	0.0502969597765
a13	0.185039820938	0.354506849843	0.108015703107	0.106673081609	0.0325322483602	0.110246827849	0.102985429597
a39	0.195442747299	0.417066764614	0.102216495336	0.103559711143	0.0176525313134	0.0667179846163	0.0973437561463
a20	0.16353285066	0.515750084871	0.0806785117253	0.0763968198343	0.0149094187645	0.0794014040054	0.0693309357154
a31	0.120322014793	0.430982571624	0.155881262942	0.0957553065448	0.0192800541995	0.112535187135	0.0652436164185
a20	0.122261642931	0.402700252541	0.180760638221	0.105539335382	0.0360879696378	0.0939652501917	0.0586849280955
a39	0.130330414577	0.511398310847	0.105201241814	0.093411521594	0.0469700762259	0.0643335345439	0.0483549435278
a18	0.119529824792	0.566838170949	0.086843041138	0.0902107070647	0.044592181902	0.0551896965146	0.0367964253693
a39	0.117328294971	0.58296231365	0.080436456526	0.0784584831416	0.048257268594	0.0555416886382	0.0370155138404
a46	0.105294139804	0.572825333617	0.072945489482	0.0757268995805	0.0681517827273	0.0705895740607	0.0344667799495
a38	0.0974638076147	0.552316277272	0.071600702574	0.0792070063002	0.0743075897718	0.0915046594016	0.0335999513352
a39	0.101498728112	0.532182346757	0.0711951669247	0.0845556063401	0.0732988906573	0.0959619570672	0.0413072672317
a31	0.0956290777707	0.480964813852	0.0732379984549	0.10969235546	0.0847612886324	0.103396848916	0.0523175578272
a18	0.130745949057	0.392317710217	0.0733556223516	0.122703400353	0.0966015844908	0.123169349932	0.0611063286724
a31	0.149205659419	0.347087705406	0.0641991229839	0.114765857451	0.11026980263	0.150608464511	0.0638633583575
a41	0.171204630206	0.292349809802	0.0662997684613	0.112353355817	0.130210001077	0.15452035817	0.0730620725192
a35	0.224395340069	0.219346753934	0.0920473578871	0.115086612739	0.137417055426	0.130709988057	0.0809969063731
a31	0.21170993669	0.190845581711	0.0983823502957	0.133365581046	0.141678286342	0.138961010686	0.085057260991
a28	0.203949368897	0.174193861637	0.0874813924319	0.133330301015	0.156050915447	0.150109161695	0.0948850073303
a27	0.222239765632	0.197201903212	0.104571722811	0.119783801672	0.143105902882	0.125210775632	0.0878861485101
a13	0.202582792544	0.269593122404	0.110952492537	0.114563120957	0.122879415761	0.106621651477	0.0728074066234
a46	0.170496057515	0.344259113468	0.101501387779	0.106441583719	0.11517903232	0.0965654768923	0.0655573388345
a24	0.173632603838	0.365129846489	0.0992949872597	0.10141596024	0.11112083104	0.0890477174974	0.0603580354515
a39	0.177096325279	0.349009818163	0.0979192244199	0.105896620613	0.115168880747	0.0949697917658	0.0599393023638
a31	0.15870117776	0.347070604721	0.10046270714	0.103799677938	0.118596494716	0.106538606922	0.0648307148679
a11	0.155993857253	0.32353846624	0.118602846047	0.100665075179	0.119880053639	0.108045477907	0.0732742450893
a31	0.158823961084	0.242470363413	0.119610173282	0.121556253326	0.150975857613	0.121786877702	0.0847765379631
a21	0.173608782361	0.197334912471	0.105514499827	0.126890115042	0.171341531871	0.131018221234	0.0942919550544
</S>	0.19451953018	0.198101292235	0.105096077113	0.115434410021	0.165074540936	0.122744791617	0.0990293687272
