 	l	ho	sentito	che	viene	</S>
a34	0.54708093989	0.18307994657	0.199474861705	0.0117361157026	0.00374706360845	0.054881094713
a46	0.387219790963	0.299256666492	0.20186877173	0.0689338932213	0.00302235332558	0.0396985384217
a41	0.347184623948	0.287169889613	0.147636056828	0.149631716587	0.00490604264299	0.063471672425
a19	0.363649877116	0.190182892238	0.0740865459897	0.186531864182	0.102382607008	0.0831661995293
a31	0.305016451792	0.124611924946	0.0579234786632	0.230725736594	0.213990578003	0.0677318015898
a20	0.268710642931	0.0841753570153	0.0550054149544	0.220181709798	0.251134632334	0.120792222197
a31	0.22606022267	0.0630907695384	0.0552805246515	0.171570374333	0.292670228111	0.191327885066
a24	0.179744219383	0.0581975187461	0.0575848996838	0.141787775178	0.33909407937	0.223591515689
a31	0.136087086139	0.069056937762	0.0628572470279	0.124201790993	0.36664625779	0.24115068623
a23	0.109915898124	0.076439227034	0.0985027456093	0.144078834664	0.322589997263	0.248473294677
a20	0.129753305641	0.110895889211	0.13567618027	0.151667645555	0.238421256421	0.233585710492
</S>	0.152855270421	0.140538482205	0.144351401135	0.142756587777	0.19974607921	0.219752166246
