 	io	non	so	cosa	è	da	scrivere	</S>
a48	0.34804155732	0.085435125214	0.0768926411055	0.166692662103	0.0385630682577	0.054434020428	0.096076164412	0.13386474326
a31	0.280898196667	0.102833567391	0.0781803081685	0.249764407848	0.0728735886352	0.0998025430713	0.0523582491667	0.0632891016333
a14	0.243812377816	0.0816818377503	0.0609459171228	0.341115791456	0.0979284748404	0.113489517168	0.0279365085862	0.0330895557958
a37	0.206552538965	0.0545981780988	0.0555358272143	0.389793612979	0.110337844862	0.105079598927	0.0126165880234	0.0654858355366
a10	0.150336436308	0.0416396164183	0.137333124978	0.27853038526	0.105944281827	0.106898336873	0.0105460775378	0.168771764668
a31	0.0809852832493	0.0689696580028	0.242495248259	0.16707922922	0.108341146236	0.122777408894	0.0320498290922	0.177302212932
a28	0.0812842972164	0.0915273791409	0.20466461642	0.132032727073	0.10553202486	0.13685117715	0.082965178607	0.165142626924
a31	0.227404957605	0.095269973847	0.122903298807	0.110578946691	0.0887951030513	0.117240936157	0.0844922200623	0.153314583575
a42	0.313657769802	0.091261336349	0.0726992332023	0.0880241832303	0.0849126267818	0.107405328159	0.129102244747	0.112937285925
a23	0.251510251267	0.0842352782497	0.0641940951341	0.0875609852101	0.101512541527	0.118159033053	0.172968261716	0.119859563908
a8	0.249156621222	0.0911629780166	0.0762124711114	0.0951623132034	0.115940639176	0.113595583351	0.147468243105	0.111301150569
</S>	0.251890101211	0.0935500583083	0.0782590381557	0.0920025816017	0.113925989588	0.111063204676	0.152023360352	0.107285648785
