 	io	non	ho	niente	da	mangiare	</S>
a8	0.22953937171	0.055407745127	0.0683565275152	0.4474074174	0.0178837266698	0.174942702904	0.006462526509
a31	0.139594902683	0.0313685255306	0.0631246935007	0.380209880467	0.0171440183596	0.358828906249	0.009729095574
a8	0.057958829521	0.0174713041685	0.0605527350291	0.424627415422	0.0254022508167	0.398024293664	0.0159631877577
a20	0.091580289227	0.0190020915108	0.0585754111197	0.339737566207	0.0776171038946	0.396201795797	0.0172857403539
a31	0.187012524876	0.0241343009103	0.0370518990772	0.261944289136	0.109943878542	0.366392000728	0.0135211033566
a14	0.167112635425	0.0249492926834	0.0278175654397	0.294109173979	0.114756001531	0.357106698165	0.0141486362675
a31	0.230254603742	0.0289032174745	0.0224467767832	0.23427741426	0.123734406265	0.346602736811	0.0137808715832
a13	0.309925989247	0.0290080070915	0.0185589434124	0.260481392753	0.118205831858	0.24401418518	0.0198056606251
a37	0.211580821416	0.0330091284305	0.0157092931288	0.387359719584	0.104911485024	0.217288379513	0.0301411583884
a10	0.129374227672	0.0376601420102	0.0158138107696	0.461591135861	0.110613449496	0.213376754891	0.0315704624561
a20	0.103674663224	0.0540063772701	0.0217481898765	0.490463843287	0.114762846059	0.184400692517	0.0309433717654
a7	0.101346290275	0.0741027075567	0.0416188506722	0.524577626429	0.107681343953	0.118648022772	0.0320251312485
a18	0.0696446696383	0.0643545647722	0.0421596124441	0.59535206281	0.0956480901177	0.0940169490573	0.0388240179762
a44	0.0473435045061	0.0482556952707	0.0245180114814	0.69418486827	0.0694486244792	0.0739539278191	0.0422953482801
</S>	0.046966523473	0.0440394303753	0.0200745130107	0.724329939135	0.0586681651996	0.0636840600096	0.042237350432
