 	che	consuma	poco	benzina	</S>
a31	0.178373810256	0.097917826989	0.485152542154	0.147531849852	0.091024019715
a41	0.258833750619	0.097735139145	0.521592443278	0.0870652840751	0.0347734279343
a31	0.30416245474	0.0673839963157	0.50725428637	0.0399913047406	0.0812079857741
a28	0.274906132471	0.0456580320826	0.503207885173	0.0144507536829	0.161777220293
a24	0.272102599848	0.0778685480682	0.428544377554	0.0346150760076	0.186869432548
a31	0.281858178949	0.129764687756	0.306940519385	0.0673112267332	0.214125415578
a11	0.220112579983	0.181405261252	0.255749352328	0.0950838600444	0.247648956059
a31	0.156159380661	0.201520769084	0.214558190976	0.156853424948	0.270908232686
a46	0.13997815402	0.199585847028	0.186140254659	0.216225686316	0.258070059162
a31	0.12804973402	0.199963401009	0.180774568886	0.230618848772	0.260593441054
</S>	0.13057678433	0.182906712505	0.172878881443	0.225243017386	0.288394586527
