 	quella	famiglia	non	ha	da	mangiare	</S>
a20	0.4351185799	0.054093946756	0.041448143465	0.095318914116	0.054987656143	0.23133472096	0.087698023844
a31	0.3266933599	0.0479204334053	0.0451948151491	0.106289273539	0.0666220166583	0.330170475653	0.0771095879947
a37	0.200900683167	0.0764874091978	0.0630003016345	0.117555608753	0.0636280302861	0.435644357884	0.0427835864849
a31	0.118467098456	0.216219326733	0.106157262825	0.106527211211	0.0680855691677	0.347675576295	0.036867943115
a13	0.091353300352	0.333818239178	0.134545717408	0.11401696571	0.0564892461256	0.234208544018	0.0355679866363
a31	0.115247739157	0.383530114126	0.128893812936	0.12302970805	0.0478943647885	0.176935939193	0.0244683542701
a43	0.122886644092	0.398876802775	0.128543220645	0.124340471277	0.0705821031788	0.133983220598	0.020787582902
a31	0.145995091717	0.310619019392	0.137118533815	0.131727195232	0.0895932183649	0.158858376266	0.0260886015793
a20	0.165351681992	0.319535927397	0.116916235005	0.109859457817	0.092132557031	0.155645329355	0.0405588505144
a31	0.183974980551	0.387316921132	0.0910845274017	0.083532017299	0.084598815025	0.118172836185	0.0513199430795
a11	0.190410116804	0.429138706377	0.0822315483339	0.0693363993463	0.0753536224697	0.0975107130283	0.0560189206665
a31	0.170678696961	0.469256997459	0.0789460546446	0.0649694096488	0.0688176748832	0.0855818277094	0.0617493424222
a30	0.16292276728	0.464429332486	0.0818156495482	0.0675976838163	0.0697479424344	0.0866787676365	0.0668078436007
a31	0.178078410699	0.450723912162	0.0826584212494	0.0685221595654	0.0689587763248	0.0812568063188	0.0698015086982
a42	0.215958269038	0.384088161387	0.0930820594831	0.0820154534818	0.0700353486616	0.0817917726129	0.0730289420574
a20	0.197790701946	0.362189689796	0.0952002546944	0.0902425211606	0.0717536503539	0.0970627040043	0.0857604674858
a31	0.185228143582	0.315159111932	0.0938192298315	0.0840121869202	0.085648227518	0.119833588001	0.116299506095
a20	0.204193501861	0.255977153311	0.10529960601	0.0898500389067	0.097841337106	0.119828298934	0.127010066632
</S>	0.21160475593	0.260799476656	0.110552399505	0.0955016799534	0.096219263353	0.108996383167	0.116326032616
