 	io	non	ho	cosa	da	mangiare	</S>
a31	0.3565790112	0.06998930058	0.1168698825	0.06980385685	0.043482475407	0.21363391128	0.129641557206
a37	0.239971364933	0.09136137766	0.0942795466	0.0671525452167	0.0629135533133	0.33666005476	0.107661569102
a31	0.242455345644	0.109007016233	0.0673373885	0.100874657672	0.0752360153496	0.315547581767	0.089542003334
a18	0.245241994681	0.118956318574	0.0791926970333	0.164300204531	0.070586735896	0.258590191969	0.0631318489913
a31	0.325013273934	0.0993951958173	0.0724001810778	0.158111306884	0.0715573174986	0.232450282416	0.0410724157104
a11	0.474086152285	0.0798242027691	0.0490625589393	0.131614501375	0.0786350126068	0.145123734699	0.0416538011388
a37	0.483623907895	0.0833585996897	0.0377168624931	0.114870597004	0.0796169673995	0.1275933207	0.0732197280083
a15	0.535107294632	0.0817562266299	0.0362742544644	0.0911461015067	0.0778226073471	0.1074573651	0.0704361448008
a39	0.490083146877	0.102191923277	0.0479204837215	0.100752057876	0.079049691587	0.116926332033	0.0630763477916
a31	0.352511515892	0.131912511659	0.0658880633738	0.122487539692	0.081918245709	0.160466177478	0.0848159347305
a39	0.381872814231	0.13463152152	0.0696406809913	0.106370093431	0.073878775083	0.151094699493	0.0825113915102
a20	0.473365812744	0.13740532784	0.0685387393971	0.0905650373437	0.0680502672277	0.095831348031	0.0662434287701
a24	0.449348211581	0.140876645547	0.0773934780657	0.102353762448	0.0690614396759	0.0977551705437	0.0632112712567
a31	0.403817006194	0.139439784782	0.0815505576219	0.104017972149	0.074944542092	0.113731443115	0.0824987030856
a46	0.349438337731	0.144940982261	0.0847735022073	0.104672258716	0.0884292408307	0.115957395972	0.111788315695
a31	0.25485509371	0.16345268342	0.0972387317358	0.111401387572	0.113762436277	0.129480327324	0.129809365898
a3	0.194958949037	0.171517460473	0.113234623912	0.120734371191	0.131077090092	0.137964729108	0.130512791299
a31	0.167990426366	0.155172327091	0.116810610304	0.12416444333	0.145922974031	0.151631411703	0.1383078291
</S>	0.141021194213	0.145528551946	0.112065623652	0.119618752065	0.158045888016	0.170653288851	0.15306673455
