 	avete	cucinato	le	verdure	</S>
a31	0.6391282481	0.123798682896	0.112662397322	0.0165080469252	0.107902624774
a46	0.567290173967	0.0986688147964	0.131173531959	0.111539525883	0.0913279415572
a20	0.454408741189	0.0401950014379	0.126181146223	0.204997124752	0.174217973644
a31	0.453828316263	0.0204590616406	0.093757946341	0.249711353851	0.182243290995
a17	0.467165186088	0.0471141922935	0.11537448288	0.264008131684	0.106337997892
a31	0.422891443363	0.0777731628245	0.13985577906	0.255073231495	0.104406383831
a35	0.388219169788	0.0871220497682	0.14965380302	0.235046091098	0.13995887861
a31	0.414517871663	0.0961360471627	0.150322305673	0.190166684299	0.148857075537
a46	0.442380150954	0.0941338598276	0.147738109224	0.1681518265	0.147596040046
a38	0.471770440318	0.102152685543	0.147235389875	0.1508678459	0.127973631549
a17	0.417847728773	0.125574497848	0.150233646092	0.176508774633	0.12983534185
</S>	0.367544935387	0.139825538924	0.155848699046	0.195032901317	0.141747917925
