 	che	non	li	aspettiamo	</S>
a20	0.5140895288	0.11294227343	0.02503135886	0.1600758452	0.187861001102
a8	0.377474858533	0.08557732545	0.0252068940633	0.2388439016	0.272897023269
a7	0.227139381178	0.137051505417	0.0406457392978	0.229241388447	0.365921977902
a35	0.135417392326	0.223048993206	0.0694466723626	0.181953005529	0.390133920581
a46	0.143325945309	0.234274401135	0.110802180818	0.166371425776	0.345226037923
a31	0.23347566757	0.177595387378	0.149405365806	0.188161323859	0.251362258157
a11	0.24033683859	0.136642064326	0.175693814069	0.216655584086	0.230671704346
a31	0.174837692063	0.115315864573	0.18203812469	0.269680437029	0.258127883802
a0	0.150379104821	0.112429117989	0.18423766663	0.30151296601	0.251441134267
a31	0.153947793907	0.12941664513	0.175820959143	0.331979647337	0.208834956429
a30	0.177958157069	0.131735238443	0.171101094981	0.335438059779	0.18376745951
a0	0.18400119389	0.141307786881	0.175776928994	0.315836420593	0.183077674243
a31	0.172017983163	0.14114966896	0.161421229865	0.367894423531	0.157516698321
</S>	0.162130889081	0.13372147508	0.151254401933	0.406842609766	0.14605062656
