 	ora	che	loro	non	vengono	più	</S>
a39	0.705229521879	0.0666466490236	0.0570545222225	0.00968003239086	0.0139521005635	0.130411041885	0.0170261602891
a20	0.72074197196	0.0752351589812	0.067610732944	0.00678202233866	0.0221326646664	0.092144601637	0.0153528484097
a13	0.76202865532	0.0935490625671	0.0412368340754	0.00449359083822	0.0198465779199	0.0653869403943	0.0134583157232
a17	0.77349155644	0.135746577522	0.0209449188784	0.00321732446807	0.00916454679274	0.0392698614114	0.0181651761504
a39	0.694470202813	0.166414883241	0.0104428799049	0.00463915747669	0.00387947712402	0.0682157157705	0.0519376497728
a8	0.639894895604	0.13397323668	0.00703475792363	0.00971837097756	0.00426077777414	0.106734903817	0.0983830522959
a31	0.639048727868	0.130001148893	0.0117536243352	0.0188627629512	0.00567852313965	0.0972921210323	0.097363129137
a15	0.666432024623	0.161947592744	0.0122411878504	0.0274479015104	0.00582599908247	0.0584290926774	0.0676762150677
a38	0.716557768874	0.169115018828	0.0063804795668	0.0236592437501	0.00538462899374	0.0270325950791	0.0518702472112
a31	0.746207564958	0.156245930209	0.0087391263836	0.0204549862367	0.00450766493658	0.0272060278397	0.0366386922637
a13	0.739585518986	0.149973726003	0.0110761552705	0.0265109518656	0.00453693159553	0.0288206918799	0.0394960458479
a20	0.714745456995	0.162627111801	0.0084732464955	0.0305055109285	0.00506910880984	0.020420715	0.0581588765493
a7	0.683526866998	0.171970956867	0.0126314427212	0.0353635958962	0.00832300544995	0.0206983924	0.0674857520631
a11	0.675919262999	0.168583407222	0.0147105358471	0.0364480299654	0.00943516114332	0.0202362204933	0.074667388701
a24	0.697094100333	0.148823062141	0.0106594501024	0.0329828553218	0.00702019084777	0.0189911745778	0.0844291545937
a15	0.683635012778	0.143267574714	0.0120236529875	0.0354688377739	0.00920105392926	0.0235707202459	0.0928331534912
a24	0.650230489593	0.145549865571	0.0183385570625	0.038722825258	0.0142780935831	0.0294579557486	0.103422229564
a31	0.647542917198	0.119960136524	0.0353791320855	0.0373445757127	0.020186964841	0.0365386109829	0.103047668855
a0	0.629129230399	0.106594774775	0.0602648009598	0.0440288072642	0.0270323247203	0.039851077861	0.0930989711517
a18	0.567096383466	0.124275296192	0.0731461655199	0.0597824898214	0.0358400685068	0.0436859618203	0.0961736090506
a31	0.541564980489	0.110377470064	0.0845774339733	0.0605619774071	0.0418023865023	0.0523906962068	0.108725056084
a38	0.510338321496	0.109239882021	0.102762944791	0.0636772820024	0.0489901157674	0.0583040624023	0.106687409095
a31	0.421074765165	0.111803640674	0.12292075263	0.0700795368675	0.0704350168558	0.0807142766674	0.122972010632
a20	0.335043555055	0.125968400891	0.138353597243	0.0781970356892	0.0883979546186	0.0973618246891	0.136677631544
a31	0.258339617018	0.13686121763	0.149284197814	0.0903487619631	0.105258306873	0.10845897903	0.151448929181
a35	0.229414335673	0.133554079877	0.155946580338	0.0965630963877	0.113914879624	0.11555924661	0.155047798394
a31	0.207902360958	0.133519823626	0.157629672779	0.102827615729	0.115788561741	0.120536401937	0.161795590131
a18	0.198700046053	0.130059986209	0.15824595826	0.10453201971	0.11634771538	0.126327508646	0.165786786044
a31	0.190557169364	0.129778822136	0.159195384487	0.106344142637	0.115562358727	0.127490655949	0.171071468681
a46	0.170358434468	0.126131505445	0.162133558562	0.111614828412	0.119435468776	0.135720328916	0.174605865027
a39	0.195151004823	0.138397347815	0.161497965521	0.118264328471	0.117944005125	0.129700644172	0.139044688009
a31	0.181690864741	0.135033318605	0.158943799507	0.11595204629	0.115417860042	0.127304201657	0.16565788887
</S>	0.15846269307	0.127312201303	0.156695900253	0.111978967345	0.112847047021	0.132120404828	0.200582765435
