 	oggi	io	non	ho	cosa	da	fare	</S>
a46	0.679340693	0.1878507087	0.0244683926	0.020713355409	0.038100089217	0.0109753985567	0.01915345002	0.019397918757
a27	0.53195362778	0.141375175565	0.0327950209395	0.040033419791	0.0851153626163	0.0165494411112	0.0762505496667	0.0759274064277
a8	0.385206425173	0.144273129837	0.0400235258866	0.0561840085923	0.0916592720001	0.0258858396095	0.160015310022	0.0967524796092
a28	0.289003305791	0.271031051596	0.0461638053761	0.0410155411841	0.0548119959134	0.0520504505878	0.170952244607	0.0749715929164
a31	0.20066393763	0.344812579599	0.0547412060654	0.027712803568	0.0457095258578	0.0749053783846	0.135812910936	0.115641657265
a24	0.19017109191	0.3110658612	0.0510373153085	0.0288050463627	0.0543385185926	0.0735528142435	0.144611385245	0.146417992935
a31	0.165872764103	0.350551030733	0.0532921325695	0.0334094828809	0.0575104239309	0.0697474397312	0.144325012815	0.125291739578
a10	0.171549897301	0.331131210711	0.0580308345898	0.0383983179203	0.0798539586436	0.0653972819271	0.131889999205	0.123748510459
a20	0.176576650167	0.292390554037	0.0699916081966	0.0485916989734	0.0887349382612	0.0558981613197	0.137354857535	0.130461553753
a31	0.195296870456	0.362473791346	0.0814792429322	0.0611487666578	0.0637800571337	0.0467086384639	0.101426351538	0.0876863157043
a39	0.227794410152	0.412512569782	0.0815327581774	0.0608063092859	0.0471598728446	0.0410248889213	0.0624799207127	0.0666892963001
a31	0.241449565651	0.424747983261	0.0832383645925	0.0585845738286	0.0430648329482	0.0399128334604	0.0469002051242	0.0621016597187
a18	0.241076684284	0.415787167087	0.0919145005975	0.0624552932095	0.0413513679161	0.0385314073135	0.0461077241547	0.0627758767796
a31	0.225522374495	0.375407456362	0.0965223775325	0.0648536838032	0.0488729757054	0.0504324717045	0.0537420994516	0.0846465737265
a17	0.210876073498	0.323954886121	0.100060322111	0.0728398523344	0.0656106568351	0.0664499124348	0.0660059615505	0.0942023415755
a31	0.191435376166	0.264959856707	0.11050212337	0.0774450081781	0.0720446616784	0.0916799419449	0.0823498503835	0.109583182992
a8	0.177826545055	0.218601788236	0.11462006619	0.0882801254594	0.0844809914261	0.106987280248	0.0944708069945	0.114732400731
</S>	0.164504790527	0.226533326118	0.112150236695	0.0972979487297	0.093676942313	0.100200863224	0.0969615697972	0.108674338766
