 	prima	di	andare	alla	scuola	</S>
a7	0.481425958684	0.408183740021	0.0154250941523	0.0252514781414	0.00741604044225	0.0622977395189
a11	0.483362319277	0.408691064539	0.0100880757728	0.0126867508841	0.0421173409642	0.0430544930196
a43	0.376012463252	0.347932187224	0.0322096129183	0.0496860069947	0.139359355958	0.0548003866179
a20	0.257448139951	0.257947788841	0.0792348299061	0.112687003492	0.221842593066	0.070839643306
a31	0.169806187084	0.228752684347	0.123401172735	0.164050654497	0.215999081689	0.097990225702
a20	0.134740869628	0.202376247449	0.168874781212	0.171121665499	0.18644420403	0.136442245767
a31	0.112334792143	0.147122201016	0.176368452604	0.211200603566	0.20682310361	0.146150851589
a20	0.0837398339143	0.122633346005	0.178589697335	0.229199742722	0.23440185267	0.151435523863
a31	0.0768435161381	0.111654698628	0.172043425112	0.192671029107	0.262398181557	0.184389149821
a20	0.0800465510127	0.118799279369	0.170928527037	0.183587392769	0.278843973452	0.16779426274
a31	0.0832361505709	0.13714788119	0.177948080346	0.174508342256	0.271360623151	0.155798901047
</S>	0.0822821694354	0.140558753195	0.156463899173	0.178734732128	0.268379645176	0.173580791324
