 	se	avevi	visto	le	nuvole	sapevi	che	piove	</S>
a20	0.026360962576	0.34725131424	0.090745110327	0.0389363889537	0.0454574643609	0.07765938366	0.1523294049	0.18439340126	0.0368665656604
a13	0.0229769526593	0.302558484547	0.0719123211357	0.054061754775	0.0753362496783	0.105292247807	0.165469519927	0.175987370727	0.0264051149723
a20	0.0159413283435	0.244828327182	0.0544710145386	0.0572618716421	0.0802728321174	0.162418518049	0.184395420522	0.188251012642	0.012159693747
a7	0.0124564647973	0.187180673594	0.0364510511729	0.061758082526	0.0627989264991	0.201468727416	0.137078868201	0.280596647881	0.0202105858997
a36	0.0142597752458	0.130734124858	0.026833111651	0.0589307861167	0.0494153639197	0.174598101005	0.0869010422137	0.41310365376	0.0452240572515
a7	0.0192577618383	0.130574183519	0.027731026217	0.0525191716509	0.0462937136906	0.121286605975	0.0579678382232	0.485285787653	0.0590839013741
a31	0.0351703196288	0.150234745413	0.055078415739	0.0609312738463	0.0597543539542	0.0868644658983	0.0529727717197	0.448366078751	0.05062756947
a37	0.0429835082075	0.142828680404	0.074603303113	0.0770246653821	0.0784002389181	0.122528220233	0.0573880578932	0.363572965784	0.0406703650293
a31	0.043245595727	0.141243552535	0.0855969652377	0.0755796428607	0.0829367089394	0.152203442478	0.0502033400177	0.316771389661	0.0522193801358
a37	0.0427678921463	0.132178684678	0.103007380079	0.0804010947536	0.0890149140798	0.171971404826	0.0420550536726	0.28711620922	0.0514873711946
a41	0.0369280171682	0.0923918532593	0.097890215393	0.0831805005179	0.0976263903333	0.208977244542	0.0353866921269	0.311093792607	0.0365252775401
a21	0.0374896997302	0.0784666991931	0.079962378431	0.066384888306	0.102508980658	0.220164698847	0.0315724051436	0.353650836669	0.0297994010976
a31	0.0332801017161	0.0866016227044	0.0834365642103	0.0563060791687	0.0976498213927	0.209100324949	0.0305146804465	0.374549724756	0.0285610645883
a39	0.0311553223727	0.0893647072348	0.0834064958701	0.0489093969896	0.0949094161309	0.24816237965	0.0322313124955	0.340875772052	0.0309851861388
a13	0.0355957118509	0.0765366328783	0.06525832369	0.0469608499925	0.13353351787	0.24241790415	0.0346484024852	0.331389343217	0.0336593170828
a31	0.0323429920816	0.0801915674528	0.07302379113	0.0533099223935	0.150328432183	0.193717114983	0.0369244366684	0.344936758672	0.0352249788055
a20	0.0290162596452	0.0828648525776	0.0725072450767	0.0527887574645	0.135740909394	0.252088288994	0.0412184716628	0.301859329757	0.0319158784252
a31	0.0266560216551	0.0785489697592	0.0605655281322	0.0507110460882	0.128704332465	0.276559823198	0.0468536747276	0.299258997252	0.0321416084984
a35	0.0304133565344	0.0717531550197	0.0663441820841	0.0524583102294	0.121264560155	0.283721918933	0.0514661587759	0.290830647751	0.0317477032888
a31	0.0347801130668	0.0660434030799	0.0630913554547	0.0467544538765	0.130875534185	0.297460018311	0.0563402417253	0.26798888525	0.0366659814523
a26	0.0365833733416	0.0672997766333	0.0706672606982	0.0567139634255	0.146500096195	0.290077173104	0.0572228371751	0.237631770417	0.0373037386521
a9	0.0400555394189	0.0699420928111	0.0971839953527	0.0657970279112	0.145341417573	0.229844977301	0.0577159119424	0.263358931472	0.0307601140404
a33	0.0559934688487	0.0850518582037	0.145415247251	0.0585482472064	0.118828627899	0.151740860034	0.0598497387981	0.293427856691	0.0311441009809
a31	0.0730765880125	0.0927461624346	0.14661355235	0.0497860468155	0.0852707012997	0.162805784411	0.0567348259994	0.28485897243	0.0481073632403
a39	0.0717878198338	0.0806589274449	0.09928341485	0.0445113546918	0.0892301682999	0.168863457204	0.0542083654265	0.334889784143	0.0565667295832
a24	0.0701825903419	0.0779558575483	0.09415615575	0.0438684230106	0.0960551689666	0.192450006401	0.0599995721688	0.318827098048	0.0465051464605
a37	0.067838801514	0.0824465015161	0.106525209783	0.0434836341902	0.0812489233222	0.242891317467	0.0696943088563	0.262646594016	0.0432247137508
a7	0.0639576723713	0.079887198772	0.117865091128	0.0473700020101	0.0807881833741	0.260427149822	0.0779749307521	0.228212640005	0.0435171370236
a17	0.0657027799904	0.082884426324	0.115873172776	0.0554391424034	0.0808085455247	0.264461433941	0.082386660984	0.207138688335	0.0453051347945
a24	0.0686405423968	0.0847810131747	0.108991240525	0.0583954158011	0.0746675271082	0.262250521314	0.0838539128613	0.203928663112	0.0544911467715
a34	0.0610896701323	0.0853032866582	0.0929373728417	0.051370603467	0.0771432657694	0.250724066438	0.0801457185538	0.222287963704	0.0789980520572
