 	li	vestono	i	genitori	</S>
a31	0.367921910206	0.165093916364	0.249565458524	0.077756877113	0.139661858283
a46	0.278413869684	0.149425244091	0.371734780475	0.10107449588	0.0993516305117
a18	0.295362707799	0.103433461911	0.367491225158	0.110461729927	0.123250877138
a35	0.426823001606	0.0819720150437	0.260141595253	0.0718048731623	0.159258510975
a15	0.488028901282	0.0622119045546	0.218838862018	0.0556823609208	0.175237967165
a39	0.467732398827	0.0713013368782	0.193619081739	0.0706603159069	0.196686850722
a31	0.377065546076	0.0995568878927	0.21109136658	0.0998007515023	0.212485429441
a11	0.390769625359	0.104125320871	0.188546660727	0.0954373444341	0.221121050347
a20	0.437072722853	0.103578141624	0.140789168776	0.086852607878	0.231707360116
a31	0.388445482284	0.136507198541	0.159925218392	0.115454229359	0.199667860372
a39	0.358256393161	0.141081628847	0.151592654131	0.12245057572	0.226618753124
a20	0.311799662787	0.126932206816	0.126020465577	0.139453742307	0.295793935708
a46	0.243330686929	0.137788178139	0.126210585526	0.187486692102	0.305183863236
a31	0.20696571231	0.164522993046	0.164771956509	0.200760608367	0.262978729412
a15	0.20515678277	0.170295741015	0.177780775636	0.195690617789	0.251076077204
a24	0.238084754257	0.161976465138	0.151165209345	0.19382448593	0.254949087135
a20	0.244065104086	0.165024883513	0.151624075115	0.205811333977	0.233474618045
a31	0.213673146695	0.176188558838	0.169301065705	0.210901310659	0.229935948682
a13	0.213347940232	0.183555801279	0.174969312568	0.214140778886	0.213986198227
a46	0.224241684077	0.182034261093	0.165094022189	0.236483960295	0.192146079409
a14	0.231028117359	0.182014147031	0.162734829396	0.243373872765	0.180849024736
a20	0.234473570453	0.17877943101	0.160452064065	0.243339051588	0.182955882512
a31	0.223391833818	0.18144782567	0.165387471622	0.223394722929	0.206378152837
</S>	0.215550305409	0.184852494835	0.170800737811	0.200507150064	0.228289317419
