 	lo	ho	finito	di	fare	</S>
a8	0.538054221	0.2361426369	0.100504449	0.0125961173366	0.081150333967	0.031552272868
a31	0.441426875213	0.191277591633	0.126477259067	0.0772531221186	0.0952882409123	0.0682769356827
a20	0.32408719286	0.205903607704	0.102764416089	0.129950130773	0.161547575557	0.0757471122876
a24	0.324499930741	0.257514439328	0.0815707859897	0.096293100967	0.197169077692	0.0429526931892
a18	0.363468265345	0.287483371043	0.0953974321699	0.078002842001	0.132667103877	0.0429810065764
a31	0.335670018348	0.299053554661	0.15439540559	0.0801488871697	0.094034853999	0.0366972921575
a20	0.370507248463	0.255815512134	0.16940444101	0.0672955131652	0.0845566198397	0.0524206755312
a10	0.368730218128	0.202648837345	0.17333681723	0.0755070914984	0.0855053047866	0.0942717336597
a20	0.372986970549	0.194044343682	0.158506322677	0.0792717222695	0.0825999659889	0.112590663903
a7	0.357612223783	0.253245795761	0.119488514812	0.0605528642032	0.0785418491963	0.130558743048
a31	0.235311460994	0.247397429454	0.176358272057	0.0983223832144	0.107576662065	0.135033770476
a20	0.269704160331	0.182373633351	0.209686072606	0.109959331805	0.114487103422	0.113789684375
a18	0.380715602444	0.171538569784	0.184859886063	0.0813996228683	0.0800074024127	0.101478918761
a24	0.442247399148	0.142366901395	0.174774987296	0.0761900235294	0.0687011227829	0.0957195740537
a46	0.455141489049	0.126793112598	0.153195980699	0.0986808567365	0.0764199300343	0.0897686480179
a31	0.414524767683	0.140506602199	0.133137037966	0.112246760045	0.0984542013448	0.101130640806
a33	0.375494211228	0.1452037074	0.138273674789	0.113808657148	0.108146094448	0.119073653669
a8	0.316951791076	0.142945067133	0.151230665863	0.154628166383	0.115503199749	0.118741104623
</S>	0.268374691538	0.151829317567	0.159423944932	0.179995977192	0.126194604875	0.114181450912
