 	qualcuno	al	telefono	vuole	sapere	dell	Anna	</S>
a23	0.10154993973	0.03140908199	0.174511222154	0.033578771969	0.14396680496	0.07453302174	0.2739337396	0.166517402654
a31	0.0821709787807	0.03782916723	0.135359930658	0.031815486417	0.148361194043	0.0508024318467	0.398906258533	0.114754528458
a29	0.0954761992276	0.0533418720233	0.132596147757	0.0248913445803	0.102122265337	0.0485354122822	0.470470067311	0.0725666756527
a46	0.0935741294121	0.0791187372211	0.158459427048	0.0232493922468	0.107981426012	0.0905993594494	0.37715394737	0.0698635798689
a11	0.0802041101103	0.0991018730737	0.170628437327	0.0233717258156	0.117942790877	0.116075145025	0.33258814599	0.0600877644343
a20	0.0676802819861	0.0972373677579	0.116851837722	0.0241527645202	0.090571374199	0.0937776291417	0.453108280397	0.0566204576581
a8	0.062007278105	0.110373003973	0.09269437639	0.0333705558471	0.11822665838	0.0792468677272	0.447723216399	0.0563580622527
a31	0.067895759242	0.107995564751	0.119250887163	0.0666533755357	0.184760101507	0.0639661333184	0.341212265866	0.0482659304522
a38	0.0743315742457	0.0844998572703	0.139578968308	0.0955672610066	0.189800314369	0.0670806534088	0.310621826089	0.0385195463567
a31	0.074734108426	0.0733256683234	0.195031757147	0.0897923659755	0.14422448039	0.0667630256963	0.317773771363	0.0383548295769
a24	0.079921707235	0.0699837205745	0.18805095772	0.0711303078318	0.14206886713	0.0623388041654	0.343788358454	0.0427172893323
a37	0.071942037159	0.0967662946582	0.149147892973	0.0722761475439	0.21674639531	0.0756185947218	0.280208686818	0.0372939488974
a15	0.0569820584263	0.120551505193	0.182929174858	0.0895852625813	0.28771398317	0.0681788789073	0.167297531139	0.0267615921058
a31	0.0906610788714	0.102811929684	0.150688830459	0.111916165127	0.275860899723	0.0579851314358	0.18173303058	0.0283429314553
a20	0.113321605766	0.0751175960347	0.115185755526	0.113606618909	0.249276329841	0.0660662426786	0.227540576193	0.0398852927184
a31	0.101587346975	0.0621421605049	0.101620081509	0.115671800636	0.235779913547	0.0793600743795	0.255900757398	0.0479378820395
a37	0.095426576563	0.054409310155	0.0951471510363	0.122712749412	0.218797011182	0.0884431425465	0.269081852466	0.0559822171465
a46	0.079475165075	0.0544292055583	0.102066332612	0.109624575671	0.278201051061	0.0843136845822	0.231053654822	0.0608363284488
a20	0.0681485438877	0.0548618334928	0.0987541523373	0.099017573557	0.355950205687	0.0722616311274	0.190443700941	0.0605623474829
a24	0.0670924106959	0.0580529545243	0.106861830979	0.0870197058523	0.396543970562	0.0666852378425	0.153941291914	0.0638025889743
a31	0.0950506426986	0.0567074932681	0.112927640926	0.0825746359508	0.348398567721	0.0831547784808	0.154766222238	0.0664200007381
a17	0.107006553026	0.0531452223827	0.0930568609753	0.0743916575169	0.33406913944	0.0902307476269	0.179373925146	0.068725868866
a20	0.0934651012687	0.0548237562209	0.0657521993918	0.0611851353056	0.38445808448	0.0725685162423	0.197888012382	0.0698591785753
a38	0.0981115463562	0.0619135131403	0.0596147954639	0.0672694345685	0.380038386827	0.0670601339141	0.201673036394	0.0643191538584
a31	0.135705508852	0.0698469426468	0.0696025837546	0.0778395459228	0.308528878676	0.077218124038	0.191296257465	0.0699621630861
a17	0.163974011351	0.0790759171489	0.0754669729849	0.0746624363743	0.249965012625	0.0838356206127	0.190018337422	0.0830016854287
a31	0.153047912584	0.0906257305163	0.0706465504616	0.0825713369248	0.228466459942	0.0969733894042	0.190007533407	0.0876610640762
a37	0.156148540195	0.103974005772	0.0742084209539	0.0923813833749	0.196212284781	0.109735050601	0.172168712469	0.0951715782921
</S>	0.165937516098	0.112247619486	0.0794671070769	0.0902315128874	0.192938487991	0.1053229005	0.154612303235	0.099242537146
