 	vuole	vuole	mangiato	caldo	</S>
a37	0.580737463	0.25460868928	0.0473577820294	0.005265866451	0.112030211911
a31	0.597512349667	0.279127386827	0.0727125614181	0.00373168144255	0.046916024647
a41	0.511250269889	0.270098718276	0.118300115545	0.0332643164156	0.0670865696243
a31	0.34425824863	0.274908459559	0.145581609528	0.157407946217	0.0778437339721
a11	0.396744264877	0.253194463986	0.111269488023	0.191474675736	0.0473171062971
a20	0.461301194292	0.236336364662	0.0991665609543	0.145391253677	0.0578046200528
a31	0.345745975831	0.202587745421	0.151646257851	0.166745754719	0.133274241551
a18	0.250758676344	0.19351318034	0.169581456417	0.155476325866	0.23067034085
a31	0.213966571248	0.188892553073	0.150070717406	0.162906578502	0.28416356495
a20	0.167581887549	0.161453040651	0.147194430069	0.220429830714	0.303340798983
a21	0.15317237205	0.169840278617	0.15145416169	0.259967968905	0.265565203861
</S>	0.159859289325	0.183896831908	0.159105849845	0.266998551453	0.230139451231
