 	sembra	che	il	ladro	è	entrato	da	qui	</S>
a31	0.03996637848	0.114648549761	0.299906114913	0.26057670134	0.0212189478946	0.0382817195989	0.0388973756467	0.143204757578	0.043299443306
a28	0.0303931811133	0.0837301649403	0.274249541211	0.366020591297	0.0214774733055	0.0806678418197	0.031365019679	0.0837004257813	0.0283957554127
a37	0.0626224895448	0.05789453805	0.171627502502	0.443802030285	0.0493905825664	0.11397043604	0.0156615438953	0.0437092687324	0.0413216188716
a31	0.0948851610397	0.0431716241932	0.148032233959	0.449893599155	0.0833758297819	0.0973484721565	0.0122363480447	0.0308324754295	0.0402242625385
a11	0.126940028771	0.0410450868844	0.15868360972	0.39949124742	0.0946590403747	0.0795682857176	0.0256493128845	0.0238358632569	0.0501275284348
a31	0.173984281434	0.0352574452415	0.116980423907	0.39245495744	0.104651918683	0.067621741435	0.0350694973828	0.021884574356	0.0520951519363
a20	0.168994655315	0.0373883116938	0.076549982169	0.386699618127	0.0957763029973	0.0642782817455	0.0701762696356	0.0500743220387	0.0500622446154
a31	0.169031045072	0.0509688336713	0.0833010053897	0.314042614176	0.103807550774	0.0566302844058	0.0983521279319	0.0675430347762	0.0563235055011
a39	0.178631600451	0.0614431366638	0.0866102973966	0.276767185945	0.103585751313	0.0485136384126	0.109294177051	0.0903757461821	0.044778473627
a31	0.190185151704	0.0826896418213	0.102760297932	0.228978455515	0.0824876408377	0.0476750938642	0.110977775084	0.106525657954	0.0477202852623
a13	0.190798029701	0.0937414384071	0.111419020111	0.206940106172	0.0831901572126	0.0531832140147	0.110520184761	0.0972470123447	0.0529608165408
a31	0.183799603214	0.097738638269	0.105704444837	0.208017223724	0.0850325899375	0.0561642269382	0.110128479987	0.0961183457816	0.0572964349936
a13	0.187660617718	0.101899936356	0.105863224679	0.204795478908	0.0941412921792	0.0601261589127	0.0979085104623	0.0868525366605	0.0607522551579
a31	0.183154026453	0.100813550452	0.0984056432263	0.210751968303	0.0994084590597	0.0621450825042	0.0935250984874	0.0858642108868	0.0659319668793
a39	0.188621711164	0.107646396217	0.100094966409	0.210177182768	0.0995499544866	0.0638539607681	0.0839490582958	0.0799473310956	0.0661594387398
a11	0.184059815721	0.124200060206	0.102756229003	0.184014050389	0.118749229562	0.0664601567894	0.0833653510319	0.0761094959652	0.0602856106466
a46	0.17047445324	0.125752931802	0.104498936668	0.20598005893	0.124786030387	0.0637386540631	0.0834079108773	0.0683862877884	0.0529747372355
a18	0.16434234908	0.113767153267	0.0926791706227	0.24620628631	0.0990983081957	0.0570027979544	0.0981574906924	0.0764452365961	0.0523012063452
a31	0.166018789293	0.109317258422	0.0851781500742	0.244987895103	0.0886061513319	0.0513785441181	0.0957874257641	0.0896557386654	0.0690700374484
a39	0.174702668964	0.119620893874	0.100154239158	0.230852053501	0.0815905499106	0.0503241756394	0.083665048588	0.0860240021551	0.0730663684828
a18	0.172228699255	0.129422601025	0.106757634386	0.2436963793	0.0698502096369	0.0540117954798	0.081822194396	0.0782282215184	0.0639822650943
a46	0.154372805085	0.119441484742	0.097297155462	0.264213934433	0.0772057799456	0.0593420424266	0.080082853932	0.0811794051061	0.0668645444981
a31	0.145288047695	0.109692253981	0.0922528618207	0.236049830144	0.0932843423152	0.0636557131422	0.0815505757773	0.0946356695687	0.0835907248327
</S>	0.148174833848	0.10905547899	0.0906525579103	0.199432183072	0.101827482058	0.0660406427711	0.0806045035886	0.105058964184	0.0991533664164
