 	dovevo	comprare	il	pane	</S>
a31	0.5405584937	0.0967974273475	0.23246677536	0.091948091898	0.038229245672
a46	0.3963441305	0.110927025872	0.238289413427	0.216195414806	0.0382440411992
a31	0.4241273561	0.0617789713356	0.160507683149	0.309732768775	0.0438532464217
a18	0.5598964251	0.0386680823759	0.163521016136	0.197882273085	0.0400322273012
a13	0.646656822567	0.0348887808273	0.166112927341	0.105640613682	0.0467008624351
a0	0.721135159122	0.0341599437424	0.13885715773	0.053367920594	0.052479815263
a20	0.726151815707	0.0447223216141	0.11657827855	0.0545391836313	0.058008402221
a7	0.674361610569	0.053783473938	0.0939835430233	0.106074337524	0.0717970358737
a20	0.60678396419	0.0577137475793	0.0790355073411	0.162542774088	0.0939240282912
a31	0.489680680063	0.0705326272064	0.101283165847	0.217390706963	0.12111283483
a11	0.475247794688	0.0897304537488	0.104893300182	0.201781673788	0.128346780743
a39	0.526691835563	0.0975531504496	0.077743006694	0.173125269396	0.124886759648
a31	0.479620811188	0.103405086417	0.0864265502313	0.193110080465	0.137437495883
a13	0.491623052396	0.113624015672	0.0936576460771	0.169781493622	0.131313812294
a17	0.470330744132	0.131584486757	0.104674649359	0.164721417074	0.128688725098
a31	0.352104911377	0.170607356919	0.13622392912	0.187793041425	0.153270781033
a46	0.288143663792	0.192804682973	0.155563369707	0.199721535808	0.163766759011
a20	0.272622183931	0.196950658324	0.165001395236	0.206780252269	0.158645519337
a31	0.240874069977	0.211021672775	0.174413761745	0.203828373356	0.169862139446
</S>	0.221164924988	0.220200901387	0.179215101873	0.197886328078	0.181532760723
