 	la	sorella	mia	si	non	è	venuta	ancora	ancora	qui	</S>
a31	0.0869951744564	0.0191094035298	0.02250612983	0.090167707388	0.0952128319525	0.00955737597527	0.52231270838	0.039794845296	0.038872388032	0.050348482411	0.025122928956
a14	0.0434449296897	0.013873638979	0.014748689593	0.0877516111507	0.0929951012058	0.0164393305284	0.580689181193	0.034324326348	0.0332876823973	0.0584181159577	0.0240273783093
a11	0.0164840346847	0.00877454343528	0.0108660224009	0.0542743998202	0.0850374108739	0.0288417790843	0.552817130064	0.033362714016	0.0608186193858	0.105658295078	0.0430650390998
a31	0.00921839883363	0.0106030832144	0.0172455789386	0.0869101458007	0.0734662385953	0.0267246931676	0.399744440955	0.0409531635453	0.132793596775	0.156171171654	0.0461694813759
a46	0.0117406230601	0.0101550872738	0.0173014414427	0.0894432376682	0.0619600582464	0.0171781300705	0.341979209718	0.0377618319618	0.211994865172	0.159707061963	0.0407784387813
a33	0.0132390347683	0.00767235548925	0.00950393306877	0.0349923357107	0.0258138551648	0.0098287088203	0.376227056173	0.0335310633673	0.230965407391	0.19150038428	0.0667258373971
a23	0.0125953968694	0.00584019283203	0.00605918896959	0.0148803701302	0.0109344539416	0.0055315217361	0.412288011124	0.0467807873624	0.20127535593	0.198620320997	0.0851943748144
a31	0.0219032245998	0.00677885252914	0.0064887865052	0.00846492083473	0.00844560943387	0.0156228919474	0.404335056908	0.0815190870275	0.186592692843	0.199549588132	0.0602992808268
a21	0.0425346686886	0.00831668014094	0.00712170094107	0.00595183427624	0.00858711446462	0.0203219170399	0.386755593769	0.136848545703	0.180647615348	0.170343893961	0.0325704377196
a24	0.0622353893315	0.0100870542002	0.00706833908836	0.00927177495875	0.0121313662815	0.014416841878	0.388139292123	0.174618759621	0.172140285516	0.115507981037	0.0343829291705
a46	0.0661694854372	0.0128488537634	0.0143516004921	0.0145700312663	0.0212998875072	0.0154621258633	0.355211967241	0.1973045181	0.152088504905	0.116832779279	0.0338602544568
a20	0.0630181133057	0.0166478792811	0.0261764863334	0.0186989628354	0.0236193937691	0.0197681929784	0.344117546814	0.204766833367	0.135704485102	0.122558174693	0.0249239170856
a31	0.0541128118552	0.0210997454022	0.0267850605511	0.0201639258785	0.025318008323	0.0337434372595	0.282584708138	0.178964649256	0.178348062101	0.153044824898	0.0258347594285
a7	0.0468422359717	0.0200452673473	0.022481274199	0.0158677103995	0.0286161819077	0.0365118890958	0.249243394646	0.204487395085	0.195354409367	0.154087579046	0.0264626699695
a10	0.0469411955906	0.0184989442104	0.0243111987617	0.0157211513065	0.0319882612359	0.0301274144546	0.250134656149	0.212973071295	0.166594463789	0.171460847362	0.0312488095498
