 	dovevo	comprare	pane	ogni	giorno	</S>
a8	0.6202283203	0.061782216462	0.16907573441	0.071222893971	0.0623842573021	0.0153065494069
a31	0.563767274433	0.0662209858487	0.170253541363	0.129756901807	0.0613193465588	0.00868193493403
a24	0.478992566478	0.0574742000629	0.098103675921	0.286679818095	0.0688210733969	0.00992866853334
a37	0.488833805559	0.0418513452504	0.0680212896603	0.336308683442	0.0498184584363	0.0151664207798
a14	0.524473375693	0.0258598310651	0.0494911989334	0.324120001519	0.0457844016374	0.0302712032886
a29	0.510214388271	0.0243462332039	0.0400992716978	0.287227847268	0.0538890329778	0.0842232445095
a0	0.534451224524	0.0313689886246	0.0428552302526	0.212375149036	0.0678306307926	0.11111878735
a29	0.522344917608	0.0334261365415	0.0423686110575	0.235739313432	0.0764468785842	0.0896741451167
a20	0.536446587936	0.0339951649138	0.0428664677325	0.210499033204	0.0848613309147	0.0913314134389
a31	0.589243065512	0.0341361387046	0.0445293632215	0.133437035095	0.0909914545393	0.107662955469
a24	0.635222726704	0.0382634821215	0.0471700785845	0.079567421165	0.0812071304808	0.118569168012
a46	0.606823123568	0.0552059293938	0.0616442903282	0.0601955385617	0.0821742165203	0.133956888937
a31	0.557058814189	0.0706156365979	0.0811599664161	0.0683967657206	0.0880205117228	0.134748304672
a0	0.562531842396	0.0760849361993	0.0825304692454	0.0633158661069	0.0815825327636	0.133954364451
a20	0.536818962799	0.0902141339331	0.0879534650151	0.0618773539023	0.0881607066545	0.134975387484
a31	0.500638730933	0.108476038871	0.100646713805	0.0748270229008	0.0959530002315	0.119458498668
a46	0.503522184978	0.11249315505	0.097707078335	0.0797902955669	0.0976930518905	0.108794227729
</S>	0.510540762489	0.110729167325	0.0940783375675	0.0796495562834	0.0995262485452	0.105475915464
