 	hai	già	mangiato	</S>
a31	0.22673138229	0.482416356	0.055020815177	0.235831468807
a37	0.14961396931	0.5005483616	0.106939823494	0.242897862064
a31	0.113493841523	0.5385994348	0.181442188705	0.166464554637
a46	0.0835325499743	0.612259012267	0.227738064725	0.0764703935643
a31	0.0781456445914	0.567607438756	0.243078418108	0.111168492755
a39	0.159376601597	0.430994455719	0.221541480436	0.188087464762
a20	0.263080752199	0.30126650144	0.205923422212	0.229729345585
a31	0.255515277333	0.269803882547	0.241557802404	0.233123054395
a46	0.268556566044	0.275844572849	0.254488642801	0.201110235732
a31	0.295068356681	0.275202485616	0.2356795076	0.194049663511
a18	0.282701792227	0.281001111205	0.231537423867	0.204759688504
a24	0.314657120076	0.268615270402	0.219486582956	0.197241039501
a46	0.330313800025	0.258954488801	0.216474369985	0.194257344834
</S>	0.315711024013	0.260889306401	0.224055863992	0.199343808917
