 	l	ho	sentito	che	veniva	</S>
a41	0.436294792778	0.102113271722	0.0393091028728	0.0065356455103	0.36131616705	0.0544310055024
a31	0.270656319511	0.279364476863	0.0536752497371	0.0321607001808	0.301403536617	0.0627397231661
a24	0.195859469897	0.402115901618	0.119817834058	0.0934534956696	0.158962079112	0.0297912271994
a15	0.272215626426	0.31636288347	0.125080152357	0.134988916662	0.075939633144	0.0754127969651
a28	0.317571772255	0.21930454465	0.073973872319	0.158552521019	0.0611183661547	0.169478941306
a0	0.295018894732	0.152126336123	0.0589431696597	0.182936541611	0.125868987025	0.185106080755
a31	0.324953141711	0.0968905605877	0.0578699121466	0.18586435287	0.203215616208	0.131206420492
a11	0.314192291904	0.0707171736626	0.0717515059222	0.16744282949	0.239783984603	0.136112218937
a31	0.220069379001	0.0802221927542	0.100057529781	0.170747524497	0.266751568868	0.162151801979
a39	0.171628942567	0.0906122338181	0.126430402652	0.185745777832	0.274797622623	0.150785025193
a20	0.200744295189	0.0989540462394	0.140404067382	0.179886777011	0.236189551208	0.143821273064
</S>	0.236344496994	0.10868350612	0.138277337591	0.178779915605	0.204128727604	0.133786027532
