 	i	genitori	non	li	dimentichiamo	mai	</S>
a33	0.53578553383	0.105857619423	0.138846305346	0.103531603264	0.066633495106	0.035567939663	0.013777510011
a31	0.52192928823	0.155891665196	0.15863866141	0.0762025242613	0.043345216866	0.0269464058797	0.0170462568317
a8	0.445942993543	0.145804590772	0.190776109694	0.0881929019718	0.071053697722	0.0393317673732	0.0188979572506
a31	0.365248186114	0.128187471551	0.248430139058	0.0997201790313	0.108530121687	0.0331625346897	0.0167213971102
a8	0.283359283438	0.13623676301	0.231529889553	0.106070854777	0.198323632776	0.0224494183926	0.0220301780567
a31	0.272896100653	0.125123297803	0.236164325984	0.10574333606	0.221110229025	0.0210981973142	0.0178645113256
a46	0.326388165058	0.106469456801	0.210097717595	0.100446656394	0.178045868168	0.0346929679387	0.0438591505085
a31	0.351917554886	0.1196766266	0.175454134332	0.0840733741673	0.168292710083	0.0433175010836	0.0572681041375
a39	0.313845094162	0.1556734894	0.159880160697	0.0853617857984	0.178107047508	0.0461045722652	0.0610278684472
a31	0.253994755854	0.191448610333	0.134915411686	0.0913446725395	0.192564543849	0.0588075517551	0.0769244563824
a24	0.236836782151	0.230912708998	0.121343404389	0.0951340727865	0.15469576201	0.0730311642517	0.0880461087008
a15	0.256042232917	0.199396910879	0.0965996476497	0.0940182037822	0.134205519803	0.0846452386839	0.1350922573
a31	0.254021484772	0.169619964046	0.0892253091766	0.0952609481541	0.158204375001	0.0887177186946	0.144950203567
a28	0.284308652257	0.183439366975	0.0873172827922	0.098741486358	0.1541053158	0.0859779652315	0.106109926456
a31	0.268239694019	0.187425383665	0.0872887455974	0.102313144053	0.1732937408	0.0883132113438	0.0931260852187
a18	0.23182315774	0.171819783828	0.101265383066	0.119193325418	0.190021457533	0.0951299959813	0.0907468801796
a31	0.22416651158	0.144194817289	0.107709017155	0.125608743006	0.205595471778	0.102887917594	0.0898374838999
a20	0.20105398746	0.12955612351	0.115644312518	0.138539302602	0.221315268926	0.105918405465	0.0879725805533
a11	0.214403730487	0.125381937437	0.125138288839	0.165645057267	0.191226073309	0.099455790355	0.0787491318378
a13	0.271411915762	0.114612486212	0.11257709228	0.165573593489	0.168238856703	0.0915686637183	0.0760173972793
a17	0.368489985254	0.103452542871	0.09617677436	0.143022172763	0.143210699568	0.0747943588394	0.0708534773598
a20	0.425538674418	0.108980834424	0.08000722452	0.117179672654	0.137116317589	0.0617290049465	0.0694482953866
a39	0.414886579473	0.129538880475	0.0676464047733	0.102535968018	0.16156762053	0.0561744941155	0.0676500461955
</S>	0.393856733736	0.140127652737	0.0638504570866	0.099396594509	0.183939715265	0.0552297857577	0.0635990299977
