 	il	ladro	poteva	entrare	da	qui	</S>
a39	0.2867048526	0.3700044817	0.15220298254	0.09393510554	0.039470532299	0.041489134995	0.016192888625
a46	0.211644613467	0.320624488393	0.249614371883	0.0996644143773	0.0407721468995	0.049351565963	0.0283283901257
a31	0.122232760989	0.338676106424	0.25812028516	0.140953703587	0.0339753268783	0.0492550316403	0.0567867791659
a35	0.080115591755	0.366167962761	0.247304949061	0.156172957986	0.0303127454922	0.0661364648061	0.0537893125486
a31	0.0962273169103	0.337391068474	0.252698923579	0.188634450529	0.0256460057768	0.068811980084	0.0305902555029
a20	0.0748440965834	0.330975944825	0.206545359963	0.18478340907	0.0527748597283	0.0976693369257	0.052406998861
a31	0.135978371941	0.347406865542	0.174027667724	0.106892029517	0.0681056571477	0.104767991299	0.062821399569
a39	0.16566370718	0.381029516647	0.128772724388	0.0748612643723	0.0773621777928	0.0702405314372	0.102070049592
a3	0.0880727215933	0.406021051369	0.0901720990151	0.0609767977374	0.10674491368	0.0925071443811	0.155505248137
a31	0.0943790949978	0.404270135676	0.0841721799802	0.107267935099	0.10384558399	0.0999969969624	0.106068059559
a7	0.160907104533	0.366398205225	0.0784899053027	0.12683790754	0.0954670164073	0.107951077954	0.0639487838063
a10	0.173841203844	0.314087941075	0.0702171436209	0.08505375878	0.138859692506	0.148096306323	0.0698439586601
a31	0.157851737615	0.312249419558	0.0769863138336	0.116469871527	0.137587543205	0.14077370764	0.0580813927114
a11	0.183581089605	0.380965546386	0.0799129282312	0.123997629576	0.0797199270283	0.10424423314	0.0475786240438
a18	0.246920038802	0.386231994795	0.0750031022771	0.0857573684587	0.0586962287428	0.0895822402467	0.0578090173279
a28	0.258331101534	0.346706934932	0.090319318359	0.0794367318862	0.0650892511143	0.0906533550156	0.0694633136426
a31	0.219498944438	0.366369882311	0.104409360853	0.0728457556287	0.0727250019714	0.0927703201385	0.0713807500142
a11	0.223242917739	0.36218012477	0.107186288351	0.0647522230096	0.0715531717238	0.0984480623795	0.0726372260047
a13	0.215350829246	0.30628257359	0.116141816184	0.0991281209365	0.0761582571746	0.10887296646	0.0780654499349
a31	0.202637410749	0.24502511453	0.123457420795	0.137678743912	0.0886060152582	0.111741596487	0.0908537283116
a20	0.209614268583	0.234109550177	0.122237586665	0.120185339771	0.0988960766861	0.115426813962	0.0995303938372
a31	0.175627766914	0.208930629926	0.130377934888	0.12894608699	0.122645250495	0.130099849321	0.103372507279
a8	0.162904846358	0.190869109842	0.138218646296	0.141081268997	0.134723195498	0.13010732684	0.10209560416
</S>	0.190983950179	0.216234590921	0.132718947148	0.127035747899	0.122782879749	0.11833454822	0.09190929668
