 	stava	ancora	cucinando	</S>
a8	0.377744913251	0.03389806342	0.581913517852	0.00644351862605
a46	0.325895386062	0.0435073664067	0.583154902164	0.047442361442
a24	0.189293796355	0.0567689910089	0.671057322441	0.0828799030767
a37	0.0759423852778	0.102384213856	0.756353422814	0.0653199806922
a20	0.0504089053223	0.171271899952	0.715493897605	0.0628252981307
a31	0.0608732664741	0.219942275584	0.654122368268	0.0650620848549
a37	0.118074129698	0.227351998795	0.560791626489	0.093782249163
a31	0.154844721193	0.224573944932	0.493031271496	0.127550067634
a20	0.215731526251	0.217781656311	0.440719221165	0.125767588878
a31	0.225913670297	0.268609846104	0.375123183055	0.130353313016
a6	0.203484078066	0.285693170701	0.348840392085	0.161982375162
a31	0.207775647522	0.284194490234	0.311807717095	0.196222155241
a20	0.218586765974	0.320823147411	0.264953560365	0.195636550147
a46	0.236289141325	0.31868826847	0.251266892788	0.193755715116
a31	0.198644104242	0.337086454157	0.263321944929	0.200947499705
</S>	0.182859691621	0.355554208079	0.260879035464	0.200707060853
