 	il	cibo	vuole	mangiato	appena	lo	cucini	</S>
a8	0.3430838413	0.367286559	0.0922514961	0.0193879526914	0.00304053001412	0.02946824459	0.0966056092272	0.048875762957
a31	0.305569019033	0.266744750747	0.0754064567667	0.0227213246643	0.011021047105	0.03392627917	0.239044079519	0.0455670722123
a39	0.170560591198	0.179922822462	0.0647422474689	0.0220934781946	0.0194253843091	0.0579348635567	0.459506969636	0.0258136837508
a21	0.0918213695193	0.158533128514	0.0665464092363	0.0184659949198	0.0176032634995	0.0922558829856	0.521156461599	0.0336174935569
a31	0.0643098061331	0.180386785218	0.0586228427454	0.0394158012941	0.0324676645616	0.0832105412272	0.489108977684	0.0524775715256
a37	0.0832627848044	0.172890636573	0.0603879544485	0.0530582922309	0.0377447734353	0.0748180588011	0.433729376692	0.0841081085019
a31	0.197451897268	0.159401845671	0.0949563999495	0.093896691142	0.0254198779851	0.0686690520404	0.282035558491	0.0781686487173
a41	0.261979724556	0.190491483957	0.115013878583	0.106825309368	0.0224466755504	0.0730370313935	0.15255760717	0.0776482716491
a10	0.191431698185	0.173126345386	0.107621306528	0.0938638166427	0.0242959255675	0.107017342131	0.15574279797	0.14690075859
a31	0.163662888795	0.140164885262	0.124787991243	0.136186203141	0.0247181249338	0.0931449204837	0.18554605781	0.131788914538
a46	0.215748422932	0.184792697421	0.127667790348	0.118468313054	0.0186310492026	0.0645886689812	0.205963075057	0.064139975734
a20	0.264783166444	0.277904289807	0.117119264849	0.0663795347513	0.0169722272742	0.0652822696404	0.139149282699	0.0524099581313
a13	0.277971901148	0.331251282602	0.133553429083	0.0630103935038	0.0218981678914	0.0620907360801	0.0691507639463	0.0410733048304
a31	0.277246778583	0.266923115601	0.143745304228	0.0839396725679	0.0299364626905	0.0668782298267	0.0930544229821	0.0382759972101
a39	0.305618914394	0.229003343267	0.130527641076	0.0827392144693	0.0371995674702	0.0687424761422	0.106578316194	0.0395905391367
a16	0.326761596465	0.254017709089	0.120425294692	0.0809607679698	0.0382830499567	0.0616099959141	0.0779832590647	0.0399583482456
a13	0.312767404155	0.25843433103	0.118472458231	0.0892131591233	0.0347145511856	0.066108795438	0.0693961708216	0.0508931361752
a31	0.294909101918	0.223423968477	0.10528576681	0.0796955311078	0.0384192316219	0.079691168746	0.108783477874	0.0697917608851
a37	0.321771389839	0.178132562292	0.0934452070033	0.0691937297026	0.0509192669673	0.0844191898487	0.126740642691	0.075378026295
a31	0.277895900946	0.166196444764	0.0923014013344	0.0711631483009	0.0685006537224	0.0901246812829	0.131022074297	0.102795704898
a8	0.219039648649	0.176262373588	0.0910944104448	0.077861539767	0.0890262331741	0.105567008428	0.128960276499	0.112188507166
</S>	0.233532335325	0.192684504794	0.0923918617224	0.0794525856835	0.099751339987	0.112757272214	0.101675320849	0.087754773883
