 	il	lenzuolo	vuole	lavato	</S>
a31	0.33882919597	0.14565690252	0.063224754158	0.420843221127	0.0314458949885
a7	0.281873021715	0.15929054802	0.142730019259	0.386210784058	0.0298956178948
a31	0.201400018823	0.273272210007	0.175043654513	0.336562445686	0.0137216782336
a0	0.161861398581	0.413275655136	0.151546967464	0.225043063044	0.0482729058312
a17	0.153931706527	0.402362935379	0.155971792315	0.196732139433	0.0910014122204
a13	0.144353592576	0.27193694726	0.147887555638	0.299988969878	0.135832939347
a31	0.119678392325	0.24116242082	0.146555600546	0.339041193293	0.153562398449
a17	0.114682994908	0.240177268407	0.145471735249	0.360135588431	0.139532418816
a8	0.0946395757027	0.201474894669	0.158807751083	0.406968442144	0.138109344405
a31	0.109342831701	0.223101129023	0.167720652494	0.339854695115	0.159980692935
a24	0.129784006567	0.252929512074	0.149925106565	0.303366836772	0.163994542712
a46	0.131436476456	0.251129638025	0.139426203122	0.338673285591	0.139334408904
a24	0.137420576019	0.231896664675	0.135066690641	0.34701444653	0.148601627635
a37	0.13710062254	0.196684156558	0.123339360947	0.386997050177	0.155878836545
a31	0.13808426838	0.172037934519	0.136472734382	0.383380831392	0.170024278182
</S>	0.15224280109	0.173467688259	0.156249120191	0.333923122696	0.184117305091
