 	ho	rotto	una	bottiglia	</S>
a31	0.260961360194	0.0544663057378	0.0326925181251	0.633882559144	0.017997265708
a21	0.258243759618	0.0375764499325	0.0554109647284	0.634387675481	0.0143811608833
a31	0.315563121606	0.0408940564335	0.116082189117	0.500686657897	0.0267739666498
a35	0.376097196735	0.0620682702085	0.173000700074	0.357104816432	0.0317290102233
a31	0.477617884312	0.0715511831002	0.185398735806	0.240293184277	0.0251390256944
a24	0.608342409437	0.0861425868334	0.152476413996	0.132667106132	0.0203714992181
a37	0.545735869346	0.111947141278	0.132273360764	0.176624782484	0.033418857586
a31	0.386634012249	0.103315739826	0.170922555488	0.284384361761	0.054743337962
a33	0.284545269683	0.119860195942	0.168775952029	0.348303696854	0.0785148727207
a31	0.194857486628	0.138124346847	0.15439231221	0.379126663618	0.133499176307
</S>	0.165059326414	0.131570396724	0.169141549105	0.367962134809	0.166266588153
