 	ancora	non	mi	sono	vestito	</S>
a8	0.43284656	0.048462697196	0.16339012821	0.0127442690361	0.28354413901	0.0590122277533
a31	0.380667777867	0.0425569650367	0.120996096137	0.0217415412619	0.382801600128	0.0512360483478
a10	0.282166029662	0.116053624746	0.0931955006457	0.0300491618609	0.433866839278	0.0446688752826
a31	0.208843046381	0.173943571409	0.130938528815	0.036548914807	0.413385771577	0.0363401942142
a18	0.195590916687	0.173711785736	0.148866108005	0.0498674296573	0.37376515353	0.0581986211781
a31	0.228321582802	0.178513947912	0.158517583668	0.0550818565494	0.304386933133	0.0751780887947
a20	0.235330406201	0.179779446304	0.183735818489	0.0879738085468	0.225154733434	0.0880257773336
a31	0.2185922602	0.195956944768	0.16408361563	0.121278611905	0.198312705131	0.101775858223
a13	0.235291550867	0.183728762723	0.153553339077	0.131576785465	0.165199887324	0.130649673519
a35	0.208395298889	0.165296894308	0.191875047026	0.147883448262	0.133058787088	0.15349052884
a39	0.190416990296	0.167428591036	0.203744420342	0.162224420087	0.129707379829	0.146478203947
a46	0.177699740099	0.164229269679	0.188017767447	0.174551616362	0.146733917876	0.148767695049
a31	0.1961532967	0.146740405893	0.169691667149	0.158996339787	0.177047657625	0.15137063875
a20	0.212463262233	0.142774477964	0.158561398383	0.153399550596	0.182069127208	0.15073218985
a31	0.196983846078	0.161090265321	0.149696825461	0.172765218199	0.159379028736	0.16008481155
a39	0.189897156026	0.173259541774	0.14784200082	0.1788226194	0.153661225512	0.156517449583
a31	0.177476323342	0.171503625925	0.145071448007	0.194586918467	0.152550606771	0.158811090261
</S>	0.158385948671	0.168938666962	0.138033559104	0.213311403234	0.145176373385	0.17615407113
