 	le	migliori	canzoni	le	puoi	scrivere	la	notte	</S>
a31	0.105055261837	0.02040891864	0.14290932885	0.1754732992	0.2852973856	0.1328329452	0.060078000634	0.06023307416	0.017711800435
a8	0.115936118839	0.0303987609087	0.0801209127043	0.147659551913	0.266102051467	0.103056369136	0.05660916045	0.183909323387	0.0162077503383
a31	0.126372739413	0.0355707809889	0.0546026565587	0.153793416378	0.251821030022	0.10381239643	0.0354348282353	0.225542279596	0.0130498659661
a29	0.119441551538	0.0311612481142	0.0515164995326	0.148762059819	0.329280311607	0.106298512166	0.0434406600851	0.154256473139	0.015842678882
a11	0.143666817579	0.0269053093748	0.0392129486122	0.131951049566	0.344479340869	0.0426156026053	0.0600224297124	0.169411694946	0.0417348055887
a31	0.144898061926	0.0531436490741	0.0379035712543	0.113816813215	0.35727771639	0.0587693396371	0.0672634001175	0.121252086809	0.0456753577802
a17	0.126872685022	0.060343685107	0.0351445238423	0.067577937205	0.372195405897	0.106167948834	0.0888218012925	0.106669664003	0.0362063533694
a21	0.106101270721	0.0274034753437	0.0196074672081	0.038593579635	0.388181397966	0.115325764145	0.111594699364	0.131161264934	0.0620310819031
a24	0.101559554774	0.0275704994199	0.0222845776314	0.0327349002517	0.370519496589	0.132728587048	0.108912866388	0.138705650578	0.0649838690077
a31	0.090224878058	0.0425558136446	0.0225982741105	0.0422258655572	0.34788576473	0.149854539016	0.0984278671827	0.163489691793	0.0427372942826
a18	0.101493261619	0.0803489772995	0.0194248308702	0.0402542757324	0.307131539777	0.145804589072	0.0918206101142	0.177342440731	0.0363794559475
a31	0.113953923606	0.0953415944852	0.0180238136034	0.0441433481508	0.282799138126	0.152534668424	0.0947724605714	0.16234291171	0.0360881205825
a8	0.0996638809353	0.163310878467	0.0165686006478	0.0419061137436	0.235831221842	0.136260399875	0.11143630279	0.155602763637	0.0394198103942
a31	0.125921575645	0.198408298109	0.0175719035626	0.0384416619812	0.184804240014	0.124815199092	0.113565427063	0.146141481546	0.0503302007981
a11	0.159452304415	0.208741151523	0.0246088553342	0.0440749134604	0.152737677138	0.105500170364	0.0996441763543	0.136207240049	0.069033516666
a31	0.144656633538	0.203598424508	0.0355437448447	0.0592840686201	0.151502509046	0.0936851317213	0.0949625825848	0.131476014016	0.0852908948887
a8	0.147188060713	0.193378910303	0.0405956236149	0.0674740402067	0.142903351549	0.0964771664404	0.0940337806616	0.126195298139	0.0917537632296
a24	0.132434340904	0.234364874701	0.0443549836716	0.0537390346022	0.107308400383	0.0869683738135	0.106863100221	0.12979453458	0.104172362477
a31	0.132670303868	0.184780209767	0.0485432278905	0.0527711778674	0.123790613128	0.100326865671	0.11218222514	0.135526353927	0.109409035426
a37	0.143406992056	0.157365631189	0.0530671960302	0.0572632549558	0.131635938709	0.0972189358237	0.117670443447	0.129000667976	0.113370944809
a31	0.124523555245	0.150523954396	0.0603527689434	0.0778511349853	0.12584568357	0.107045086008	0.116125116149	0.111072133592	0.12666056967
a28	0.123770748442	0.171128085465	0.0751158557145	0.0923723621284	0.116488993857	0.106833211003	0.095094289583	0.099973631464	0.119222815157
a31	0.118986462501	0.193900504488	0.0835780431715	0.0997051407761	0.108936618352	0.096698123601	0.0879166207277	0.0913769818213	0.118901497786
</S>	0.102986955781	0.176510686244	0.0804572162858	0.109631379988	0.112494897776	0.1085910158	0.0874557118638	0.0910725649106	0.130799579093
