 	il	dito	si	gonfiò	</S>
a39	0.752536496	0.168789898376	0.0379940382	0.0172968380554	0.023382758608
a13	0.569487841993	0.171164518386	0.116396306447	0.110695592698	0.0322557518817
a31	0.376629812224	0.137018508665	0.157241238816	0.260488789758	0.0686216486866
a20	0.239395720555	0.107334805947	0.211135299805	0.331557317894	0.110576865753
a31	0.256295530632	0.0747443870757	0.242235707582	0.321645537922	0.105078849572
a11	0.276081215284	0.0829424737319	0.230503271441	0.298480140236	0.111992895495
a31	0.181885222168	0.085320566444	0.28146435648	0.248998012297	0.202331830096
a39	0.139409374989	0.0913853678147	0.29835459216	0.190709117247	0.280141537892
a31	0.132851247996	0.118934179738	0.31565591272	0.176339274755	0.256219382376
a41	0.149559219132	0.151996961713	0.333221212907	0.162684597811	0.202538008717
a46	0.156576700577	0.169512563638	0.340897082969	0.154407055804	0.178606589572
a31	0.158753775259	0.177825486279	0.31530599699	0.144116126135	0.203998604524
</S>	0.154868869229	0.17781477514	0.281228540495	0.141065766067	0.245022046262
