 	non	sapeva	dove	a	stare	</S>
e	0.83529586	0.00076869817	0.012307677	0.029035402	0.042997878	0.07959453
n	0.0050346586	0.26821646	0.06806857	0.5839393	0.07468288	5.8125956e-05
ì	0.0013256589	0.5004304	0.048240248	0.44959068	2.773773e-05	0.00038521006
s	0.0015409508	0.97851187	0.014416384	0.0055151973	1.4586534e-05	1.0288343e-06
s	9.306867e-05	0.50273913	0.1565865	0.3404251	0.00013876002	1.7439304e-05
e	0.0017348853	0.7088968	0.10283126	0.186482	4.2542993e-05	1.2497803e-05
r	0.23682603	0.68327737	0.061407294	0.018407952	5.6206307e-05	2.5192596e-05
e	0.007945568	0.11691621	0.07079944	0.79315096	0.007103381	0.0040843915
p	0.23287006	0.4015402	0.2970417	0.06759258	2.483523e-05	0.000930618
u	0.0029215897	0.0014287734	0.013179642	0.8567198	0.12544379	0.0003063368
n	0.06526405	0.08160123	0.48818138	0.31139004	0.0036532856	0.049910072
a	0.0018266685	0.0033239594	0.0007325306	0.030114807	0.8538784	0.110123664
s	0.02378851	0.009611331	0.20066753	0.5940887	0.05339977	0.11844415
t	0.00023901595	0.00022537846	7.112058e-05	0.0021022023	0.81569564	0.18166667
a	0.0050376877	0.04487848	0.0032974316	0.059845023	0.7619547	0.124986656
s	0.017144741	0.055605914	0.20680535	0.0806778	0.017509338	0.6222569
ì	0.000416515	0.0012632812	6.0480892e-05	0.0011163093	0.77394027	0.22320312
</S>	0.0011337261	0.0028875298	0.013118216	0.0069651185	0.017736128	0.9581593
