 	è	che	è	entrato	da	qui	</S>
è	0.6879721	0.003872082	0.009697434	0.0026136555	0.123742774	0.057282835	0.114819154
n	0.016023723	0.85407555	0.08853691	0.018308543	0.018383032	0.004580749	9.146034e-05
a	0.00011553123	0.3240044	0.2023931	0.2719063	0.19817914	0.0032791132	0.00012245995
m	0.0032396675	0.6757207	0.2557402	0.050111316	0.015147835	3.1877167e-05	8.379629e-06
b	0.0011994075	0.0011420861	0.0009249213	0.0010986865	0.99215335	0.0033564495	0.00012498924
ì	0.13404253	0.29841936	0.07653602	0.4174439	0.07274233	0.00060640514	0.0002094234
k	0.022148032	0.12501979	0.12518802	0.715612	0.011835219	0.00018083128	1.6030841e-05
e	0.024979537	0.0062237987	0.0051899105	0.0046420037	0.9421625	0.016686626	0.000115645395
a	0.05022188	0.1271861	0.14465232	0.65128195	0.024684913	0.0009247265	0.0010481402
p	0.00052714127	0.0071685803	0.0068628634	0.047944855	0.07320901	0.8554263	0.008861167
ò	0.010104145	0.101817414	0.049966436	0.08536673	0.16684501	0.5852079	0.0006923946
t	0.00019859322	0.0013073996	0.00084325724	0.0089841215	0.010329957	0.9588599	0.01947677
t	0.0012770147	0.0023696495	0.0035426517	0.0130927395	0.020121152	0.95615035	0.003446485
u	0.11004185	0.0545624	0.047599364	0.47208524	0.2512718	0.046441372	0.017997902
</S>	0.017774679	0.031425938	0.031729035	0.1948169	0.16807133	0.17433497	0.38184717
