 	dovevo	comprare	il	pane	</S>
ì	0.723977	0.0028379846	0.040512245	0.062424764	0.17024799
c	0.0006780823	0.4240958	0.5701007	0.0051141474	1.1208489e-05
h	0.003197643	0.5860141	0.35623315	0.054517705	3.745871e-05
a	0.26936635	0.13873562	0.58716327	0.0019918715	0.0027428868
n	0.1793252	0.73381335	0.07698982	0.00213621	0.0077354345
a	0.00012078352	0.17714462	0.6663726	0.1561682	0.00019382976
a	0.0018067654	0.6414404	0.356624	0.00012835617	4.753995e-07
f	0.000191638	0.50963765	0.41542763	0.07447177	0.00027135748
o	0.0016446618	0.124201655	0.53097373	0.33965582	0.0035241179
r	0.1940875	0.3264148	0.32614562	0.05654081	0.09681127
à	0.00023502723	0.00026419794	0.005005047	0.28774235	0.7067533
s	0.0059754425	0.0026539343	0.004979218	0.13540384	0.85098755
o	0.3057271	0.03496241	0.099199034	0.43928406	0.12082731
t	0.84678316	0.04936386	0.033523165	0.0092793135	0.061050538
o	0.0026206581	0.0039421334	0.01082836	0.84615576	0.13645312
t	0.86611956	0.055715006	0.06562065	0.008527119	0.0040176515
s	0.00098717	0.0020219102	0.006276633	0.6066992	0.3840151
o	0.28720742	0.023617897	0.12108675	0.40073457	0.16735344
m	0.030066416	0.0013499265	0.0027936683	0.064069636	0.90172035
ì	0.0031280564	0.17984918	0.062390838	0.7530952	0.0015366797
</S>	0.00017050674	3.5408593e-05	0.00019139478	0.14895505	0.8506476
