 	che	sapeva	che	non	può	fare	il	bagno	</S>
k	0.14004679	0.0007616531	0.010021337	0.034566954	0.13051032	0.00089368067	0.49709693	0.04172333	0.14437898
a	0.14717937	0.03169821	0.7491201	0.038682688	0.024586476	0.007784017	0.00034811994	0.0005335154	6.747885e-05
ì	0.123873964	0.084856056	0.3393401	0.4125326	0.02569498	0.010440186	0.0008641432	0.001835933	0.00056203525
s	0.045059137	0.25080252	0.13479301	0.05697041	0.00072239933	0.51136297	5.5340042e-05	0.00012754438	0.00010668283
s	0.01525844	0.12412657	0.19695222	0.12179338	0.043147456	0.47080234	0.005260152	0.020711223	0.0019482786
e	0.0040050736	0.15480752	0.01844512	0.004042304	0.0019316009	0.8161001	3.214049e-05	1.4110245e-05	0.0006221091
r	0.26268873	0.37929186	0.17162904	0.13706714	0.03276313	0.016196435	0.0001541115	0.00013359766	7.592947e-05
e	0.05771427	0.14270657	0.0985846	0.013707938	0.008713408	0.5578336	0.03407044	0.050460827	0.036208358
k	0.14759502	0.16400683	0.18243569	0.341883	0.12530671	0.035274394	0.0015040183	0.0014807382	0.00051368866
a	0.021645406	0.0017319298	0.052991495	0.010570444	0.018171638	0.0062980885	0.6741544	0.20709942	0.0073371464
e	0.03312365	0.059821405	0.14799066	0.46593556	0.09820197	0.16623493	0.013143877	0.012445369	0.0031025866
s	0.0023821238	0.018078864	0.06886251	0.1746387	0.00961251	0.3723464	0.057448015	0.2892625	0.007368379
ò	0.0048553655	0.02686863	0.0026040438	0.005276643	0.0016357582	0.1787855	0.21266282	0.29352883	0.27378246
z	0.029193157	0.053643838	0.041092247	0.054354757	0.010349666	0.7230822	0.010269927	0.0283149	0.049699336
i	0.036477953	0.0047582914	0.013258172	0.010247696	0.030592075	0.016885318	0.46323124	0.3970539	0.02749537
k	0.04518959	0.067036025	0.06869033	0.23573972	0.13712868	0.2818004	0.08967452	0.048788488	0.025952227
à	0.005871072	0.00017891651	0.0064686276	0.0032296397	0.010709396	0.0005279507	0.8015963	0.16833526	0.0030828519
i	0.0014396576	0.0070566847	0.009758175	0.021733362	0.006017797	0.54483575	0.22037132	0.14021567	0.04857161
o	0.003478591	0.0007778655	0.0047772946	0.012887966	0.0029114126	0.00096825545	0.2269824	0.73338103	0.01383514
b	0.00045644963	0.00050247903	0.0014211321	0.006878149	0.002296444	0.0020032853	0.59480363	0.38866898	0.0029694508
à	0.009371168	0.016504357	0.6433782	0.010447785	0.004489786	0.13854834	0.014421016	0.1628107	2.8717806e-05
g	0.00091743	0.0012756411	0.00173648	0.0057289167	0.002752261	0.05838454	0.30876747	0.51527077	0.105166465
n	0.004660284	0.00059891556	0.0024808645	0.0014783251	0.0027430214	0.0018336204	0.07745764	0.883313	0.025434379
o	0.32307294	0.014557501	0.016145434	0.0016699781	0.030124618	0.043055866	0.367503	0.12873843	0.07513226
</S>	0.0009342465	0.004429635	0.0016429463	0.0026079153	0.0010784861	0.044879943	0.19721487	0.24494192	0.50227004
