 	avete	fatto	già	le	verdure	</S>
i	0.9662031	8.7383945e-05	0.0015589859	0.00020263756	0.0023006452	0.029647354
k	0.04057454	0.12558436	0.38922575	0.4444254	0.00017081857	1.9049057e-05
à	0.003716719	0.021923987	0.018742545	0.9130429	0.0386289	0.0039450256
m	0.023079483	0.9655618	0.0030689747	0.008201246	2.1776186e-06	8.617747e-05
a	0.0019625782	0.014605319	0.1672325	0.55871797	0.23208436	0.02539731
t	0.6645738	0.15299919	0.16139273	0.018504703	0.00013497059	0.002394594
o	0.0007097493	0.061224017	0.009941066	0.88817334	0.014306898	0.025644973
g	0.43798602	0.069996506	0.47334102	0.014911518	0.0005823615	0.0031827304
i	0.00048021442	0.0059814313	0.005254088	0.76985043	0.20170735	0.016726488
à	0.0566047	0.054481912	0.4523768	0.41541618	0.0012526179	0.019867713
t	0.0056581395	0.14284731	0.095689096	0.747431	0.0029578372	0.005416489
a	0.004396857	0.095934086	0.1190016	0.1829666	0.31650522	0.28119564
l	0.23178908	0.018849997	0.6339022	0.076256014	0.0022884277	0.036914356
à	0.003992928	0.008291901	0.008142734	0.2305188	0.47566548	0.2733881
c	0.0049135284	0.049669646	0.19370286	0.7232138	0.016979672	0.011520483
h	2.0827585e-07	7.697662e-05	0.000107904685	0.0032445183	0.9918356	0.004734904
a	0.034819733	0.030688537	0.12874472	0.10170762	0.6956742	0.008365208
n	0.00388434	0.032878652	0.18523367	0.71195555	0.019188933	0.046858843
a	3.0411527e-06	0.0005215067	0.00024401187	0.002403379	0.9443245	0.052503612
</S>	0.009420795	0.01289824	0.11243335	0.056398317	0.037645105	0.7712041
